userid,R,F,M,R_SC,F_SC,M_SC
8578,3,7,15.21,-0.2168445457661492,0.27215007937482477,0.8985287885473751
8579,17,7,7.45,2.439068529494426,0.27215007937482477,-0.30749957987446197
8580,0,7,10.96,-0.7859687761791295,0.27215007937482477,0.23801067439881748
8581,28,1,10.23,4.525857374342021,-1.4539947293729687,0.124556974792124
8582,4,8,7.78,-0.027136468961822417,0.5598408808327904,-0.25621229101116216
8583,0,7,7.88,-0.7859687761791295,0.27215007937482477,-0.24067068832531383
8584,6,11,22.91,0.3522796846468311,1.422913285206687,2.0952321953577027
8585,5,3,4.63,0.16257160784250435,-0.8786131264570376,-0.7457727756153872
8586,0,10,13.51,-0.7859687761791295,1.1352224837487215,0.6343215428879518
8587,1,7,11.9,-0.5962606993748027,0.27215007937482477,0.38410173964579253
8588,4,9,16.22,-0.027136468961822417,0.8475316822907559,1.0554989756744437
8589,3,3,6.61,-0.2168445457661492,-0.8786131264570376,-0.4380490424355886
8590,6,7,14.24,0.3522796846468311,0.27215007937482477,0.7477752424946453
8591,14,6,14.53,1.8699442990814454,-0.01554072208314083,0.7928458902836056
8593,0,6,19.87,-0.7859687761791295,-0.01554072208314083,1.6227674737079112
8594,4,9,15.37,-0.027136468961822417,0.8475316822907559,0.9233953528447323
8596,5,7,21.17,0.16257160784250435,0.27215007937482477,1.8248083086239406
8597,5,11,18.55,0.16257160784250435,1.422913285206687,1.4176183182547122
8598,0,18,52.77,-0.7859687761791295,3.436748895412446,6.73595475735204
8599,2,4,12.95,-0.406552622570476,-0.590922324999072,0.5472885678472007
8600,1,7,14.96,-0.5962606993748027,0.27215007937482477,0.859674781832754
8601,4,6,10.17,-0.027136468961822417,-0.01554072208314083,0.11523201318061488
8602,4,9,17.02,-0.027136468961822417,0.8475316822907559,1.179831797161231
8603,10,6,15.85,1.1111119918641383,-0.01554072208314083,0.9979950457368048
8605,2,15,18.46,-0.406552622570476,2.5736764910385492,1.4036308758374485
8606,4,4,4.2,-0.027136468961822417,-0.590922324999072,-0.8126016671645354
8607,9,7,8.88,0.9214039150598115,0.27215007937482477,-0.08525466146682953
8608,5,6,10.75,0.16257160784250435,-0.01554072208314083,0.20537330875853568
8609,7,11,14.52,0.5419877614511579,1.422913285206687,0.7912917300150208
8610,6,9,13.62,0.3522796846468311,0.8475316822907559,0.6514173058423851
8611,2,9,17.61,-0.406552622570476,0.8475316822907559,1.2715272530077368
8612,5,5,10.46,0.16257160784250435,-0.3032315235411064,0.16030266096957543
8613,15,3,4.78,2.059652375885772,-0.8786131264570376,-0.7224603715866146
8614,6,14,21.87,0.3522796846468311,2.285985689580584,1.9335995274248794
8615,3,13,24.65,-0.2168445457661492,1.9982948881226184,2.365656082091465
8616,6,4,5.46,0.3522796846468311,-0.590922324999072,-0.6167774733228454
8617,9,7,10.35,0.9214039150598115,0.27215007937482477,0.14320689801514197
8618,0,8,9.64,-0.7859687761791295,0.5598408808327904,0.03286151894561838
8619,3,3,3.66,-0.2168445457661492,-0.8786131264570376,-0.8965263216681169
8620,15,3,6.02,2.059652375885772,-0.8786131264570376,-0.5297444982820944
8621,2,9,12.62,-0.406552622570476,0.8475316822907559,0.4960012789839009
8622,0,3,9.52,-0.7859687761791295,-0.8786131264570376,0.01421159572260013
8623,0,7,12.5,-0.7859687761791295,0.27215007937482477,0.47735135576088294
8624,3,8,12.79,-0.2168445457661492,0.5598408808327904,0.5224220035498433
8625,3,6,10.02,-0.2168445457661492,-0.01554072208314083,0.0919196091518422
8626,6,7,13.86,0.3522796846468311,0.27215007937482477,0.6887171522884212
8627,9,12,17.43,0.9214039150598115,1.7106040866646526,1.2435523681732097
8628,2,6,6.38,-0.406552622570476,-0.01554072208314083,-0.47379472861304
8629,2,8,13.13,-0.406552622570476,0.5598408808327904,0.5752634526817281
8630,1,4,6.13,-0.5962606993748027,-0.590922324999072,-0.5126487353276611
8631,0,13,29.17,-0.7859687761791295,1.9982948881226184,3.068136523491814
8632,0,6,8.45,-0.7859687761791295,-0.01554072208314083,-0.15208355301597795
8633,0,21,28.33,-0.7859687761791295,4.299821299786343,2.9375870609306864
8634,29,1,0.79,4.715565451146347,-1.4539947293729687,-1.3425703187519664
8635,3,5,4.99,-0.2168445457661492,-0.3032315235411064,-0.689823005946333
8636,1,15,21.47,-0.5962606993748027,2.5736764910385492,1.8714331166814855
8637,8,2,1.74,0.7316958382554847,-1.1663039279150031,-1.1949250932364064
8638,0,5,5.88,-0.7859687761791295,-0.3032315235411064,-0.5515027420422821
8639,0,9,8.95,-0.7859687761791295,0.8475316822907559,-0.07437553958673587
8640,4,8,15.13,-0.027136468961822417,0.5598408808327904,0.8860955063986964
8641,0,1,1.52,-0.7859687761791295,-1.4539947293729687,-1.229116619145273
8642,22,2,1.5,3.38760891351606,-1.1663039279150031,-1.2322249396824427
8643,0,6,14.07,-0.7859687761791295,-0.01554072208314083,0.7213545179287031
8644,11,11,16.21,1.300820068668465,1.422913285206687,1.0539448154058593
8645,1,12,20.48,-0.5962606993748027,1.7106040866646526,1.7175712500915865
8646,5,3,5.23,0.16257160784250435,-0.8786131264570376,-0.6525231595002967
8647,2,7,5.75,-0.406552622570476,0.27215007937482477,-0.571706825533885
8648,3,8,9.67,-0.2168445457661492,0.5598408808327904,0.03752399975137281
8650,0,4,5.87,-0.7859687761791295,-0.590922324999072,-0.5530569023108669
8651,5,8,15.49,0.16257160784250435,0.5598408808327904,0.9420452760677506
8652,3,11,21.73,-0.2168445457661492,1.422913285206687,1.9118412836646916
8653,3,6,11.32,-0.2168445457661492,-0.01554072208314083,0.2939604440678717
8654,0,5,4.56,-0.7859687761791295,-0.3032315235411064,-0.7566518974954812
8655,3,8,8.67,-0.2168445457661492,0.5598408808327904,-0.11789202710711133
8656,0,13,35.66,-0.7859687761791295,1.9982948881226184,4.076786537803375
8657,3,6,8.38,-0.2168445457661492,-0.01554072208314083,-0.1629626748960716
8658,2,6,15.65,-0.406552622570476,-0.01554072208314083,0.966911840365108
8659,0,5,7.58,-0.7859687761791295,-0.3032315235411064,-0.287295496382859
8660,15,9,9.59,2.059652375885772,0.8475316822907559,0.025090717602694063
8661,4,13,27.36,-0.027136468961822417,1.9982948881226184,2.7868335148779573
8662,2,7,12.01,-0.406552622570476,0.27215007937482477,0.4011975026002257
8663,2,4,4.58,-0.406552622570476,-0.590922324999072,-0.7535435769583114
8664,8,5,5.18,0.7316958382554847,-0.3032315235411064,-0.660293960843221
8665,0,6,7.28,-0.7859687761791295,-0.01554072208314083,-0.33392030444040427
8666,13,4,6.22,1.6802362222771188,-0.590922324999072,-0.4986612929103975
8667,2,10,10.15,-0.406552622570476,1.1352224837487215,0.11212369264344527
8668,9,6,5.34,0.9214039150598115,-0.01554072208314083,-0.6354273965458636
8669,5,9,9.19,0.16257160784250435,0.8475316822907559,-0.037075693140699646
8670,4,4,9.45,-0.027136468961822417,-0.590922324999072,0.003332473842506196
8671,5,8,14.51,0.16257160784250435,0.5598408808327904,0.789737569746436
8672,14,6,5.56,1.8699442990814454,-0.01554072208314083,-0.601235870636997
8673,15,3,5.07,2.059652375885772,-0.8786131264570376,-0.6773897237976542
8674,2,10,11.78,-0.406552622570476,1.1352224837487215,0.36545181642277424
8676,5,3,3.32,0.16257160784250435,-0.8786131264570376,-0.9493677708000015
8677,13,10,19.94,1.6802362222771188,1.1352224837487215,1.633646595588005
8678,6,5,9.27,0.3522796846468311,-0.3032315235411064,-0.024642410992020906
8679,9,6,4.26,0.9214039150598115,-0.01554072208314083,-0.8032767055530264
8680,10,10,9.32,1.1111119918641383,1.1352224837487215,-0.016871609649096588
8682,14,3,2.44,1.8699442990814454,-0.8786131264570376,-1.0861338744354676
8683,1,10,16.42,-0.5962606993748027,1.1352224837487215,1.0865821810461411
8684,15,7,8.11,2.059652375885772,0.27215007937482477,-0.20492500214786252
8685,0,9,11.33,-0.7859687761791295,0.8475316822907559,0.2955146043364565
8686,0,10,17.02,-0.7859687761791295,1.1352224837487215,1.179831797161231
8688,2,7,9.89,-0.406552622570476,0.27215007937482477,0.07171552566023942
8689,1,6,7.2,-0.5962606993748027,-0.01554072208314083,-0.346353586589083
8690,0,9,14.8,-0.7859687761791295,0.8475316822907559,0.8348082175353966
8691,16,4,4.88,2.249360452690099,-0.590922324999072,-0.7069187689007662
8692,16,3,4.29,2.249360452690099,-0.8786131264570376,-0.7986142247472718
8693,4,3,2.55,-0.027136468961822417,-0.8786131264570376,-1.0690381114810343
8694,1,13,15.51,-0.5962606993748027,1.9982948881226184,0.9451535966049202
8695,0,11,18.19,-0.7859687761791295,1.422913285206687,1.361668548585658
8696,0,6,8.28,-0.7859687761791295,-0.01554072208314083,-0.17850427758192025
8697,4,10,16.79,-0.027136468961822417,1.1352224837487215,1.1440861109837799
8698,0,11,14.57,-0.7859687761791295,1.422913285206687,0.7990625313579451
8699,1,4,11.4,-0.5962606993748027,-0.590922324999072,0.3063937262165504
8700,2,20,27.24,-0.406552622570476,4.012130498328377,2.768183591654939
8701,12,7,7.73,1.4905281454727919,0.27215007937482477,-0.26398309235408635
8702,2,9,13.85,-0.406552622570476,0.8475316822907559,0.6871629920198364
8703,5,10,12.75,0.16257160784250435,1.1352224837487215,0.516205362475504
8704,1,3,2.73,-0.5962606993748027,-0.8786131264570376,-1.041063226646507
8705,2,6,9.61,-0.406552622570476,-0.01554072208314083,0.028199038139863682
8706,19,2,1.11,2.818484683103079,-1.1663039279150031,-1.2928371901572515
8707,28,1,1.01,4.525857374342021,-1.4539947293729687,-1.3083787928430999
8708,23,2,1.35,3.5773169903203863,-1.1663039279150031,-1.2555373437112154
8709,1,9,11.98,-0.5962606993748027,0.8475316822907559,0.39653502179447125
8710,1,13,17.06,-0.5962606993748027,1.9982948881226184,1.1860484382355705
8711,3,7,6.54,-0.2168445457661492,0.27215007937482477,-0.44892816431568255
8712,0,3,5.66,-0.7859687761791295,-0.8786131264570376,-0.5856942679511485
8713,1,2,8.28,-0.5962606993748027,-1.1663039279150031,-0.17850427758192025
8714,19,4,3.29,2.818484683103079,-0.590922324999072,-0.954030251605756
8715,5,2,3.13,0.16257160784250435,-1.1663039279150031,-0.9788968159031135
8716,1,5,11.67,-0.5962606993748027,-0.3032315235411064,0.3483560534683411
8717,6,5,9.26,0.3522796846468311,-0.3032315235411064,-0.026196571260605712
8718,7,9,16.6,0.5419877614511579,0.8475316822907559,1.114557065880668
8719,3,2,2.9,-0.2168445457661492,-1.1663039279150031,-1.0146425020805647
8720,4,6,6.69,-0.027136468961822417,-0.01554072208314083,-0.42561576028690984
8721,7,9,16.41,0.5419877614511579,0.8475316822907559,1.085028020777556
8722,0,12,14.43,-0.7859687761791295,1.7106040866646526,0.7773042875977573
8723,6,15,26.04,0.3522796846468311,2.5736764910385492,2.581684359424758
8724,17,4,5.29,2.439068529494426,-0.590922324999072,-0.6431981978887877
8725,2,12,21.08,-0.406552622570476,1.7106040866646526,1.8108208662066767
8726,0,11,14.95,-0.7859687761791295,1.422913285206687,0.858120621564169
8727,8,6,6.67,0.7316958382554847,-0.01554072208314083,-0.42872408082407965
8728,3,1,1.13,-0.2168445457661492,-1.4539947293729687,-1.289728869620082
8729,2,8,14.94,-0.406552622570476,0.5598408808327904,0.8565664612955841
8730,0,8,11.35,-0.7859687761791295,0.5598408808327904,0.2986229248736261
8731,4,12,18.07,-0.027136468961822417,1.7106040866646526,1.3430186253626397
8732,6,5,2.8,0.3522796846468311,-0.3032315235411064,-1.0301841047664133
8733,17,4,5.13,2.439068529494426,-0.590922324999072,-0.6680647621861452
8734,7,5,11.3,0.5419877614511579,-0.3032315235411064,0.29085212353070206
8735,1,6,5.98,-0.5962606993748027,-0.01554072208314083,-0.5359611393564336
8736,1,6,8.17,-0.5962606993748027,-0.01554072208314083,-0.1956000405363534
8737,1,10,12.88,-0.5962606993748027,1.1352224837487215,0.536409445967107
8738,0,7,9.6,-0.7859687761791295,0.27215007937482477,0.026644877871278873
8739,0,16,28.36,-0.7859687761791295,2.8613672924965146,2.9422495417364414
8740,14,11,15.85,1.8699442990814454,1.422913285206687,0.9979950457368048
8741,8,4,7.18,0.7316958382554847,-0.590922324999072,-0.34946190712625275
8742,0,10,18.46,-0.7859687761791295,1.1352224837487215,1.4036308758374485
8743,3,5,6.86,-0.2168445457661492,-0.3032315235411064,-0.3991950357209676
8744,11,7,12.19,1.300820068668465,0.27215007937482477,0.4291723874347528
8745,16,2,1.43,2.249360452690099,-1.1663039279150031,-1.2431040615625366
8746,0,8,13.43,-0.7859687761791295,0.5598408808327904,0.6218882607392732
8747,22,2,3.11,3.38760891351606,-1.1663039279150031,-0.9820051364402832
8748,5,9,13.08,0.16257160784250435,0.8475316822907559,0.5674926513388038
8749,1,10,22.44,-0.5962606993748027,1.1352224837487215,2.0221866627342155
8750,3,3,5.02,-0.2168445457661492,-0.8786131264570376,-0.6851605251405785
8751,2,8,17.26,-0.406552622570476,0.5598408808327904,1.2171316436072677
8752,0,11,17.28,-0.7859687761791295,1.422913285206687,1.2202399641444373
8753,6,5,10.87,0.3522796846468311,-0.3032315235411064,0.22402323198155366
8754,0,3,2.4,-0.7859687761791295,-0.8786131264570376,-1.0923505155098068
8755,0,6,13.39,-0.7859687761791295,-0.01554072208314083,0.6156716196649339
8756,0,9,10.11,-0.7859687761791295,0.8475316822907559,0.10590705156910575
8757,6,4,7.16,0.3522796846468311,-0.590922324999072,-0.35257022766342233
8758,0,6,11.17,-0.7859687761791295,-0.01554072208314083,0.27064804003909904
8759,1,7,12.13,-0.5962606993748027,0.27215007937482477,0.4198474258232439
8760,1,5,10.43,-0.5962606993748027,-0.3032315235411064,0.15564018016382072
8761,2,3,4.82,-0.406552622570476,-0.8786131264570376,-0.7162437305122752
8762,3,20,37.7,-0.2168445457661492,4.012130498328377,4.393835232594684
8763,6,7,8.06,0.3522796846468311,0.27215007937482477,-0.21269580349078657
8764,1,9,16.07,-0.5962606993748027,0.8475316822907559,1.0321865716456713
8765,3,10,17.25,-0.2168445457661492,1.1352224837487215,1.2155774833386825
8766,1,15,17.64,-0.5962606993748027,2.5736764910385492,1.2761897338134915
8767,0,7,7.43,-0.7859687761791295,0.27215007937482477,-0.3106079004116317
8768,2,9,26.74,-0.406552622570476,0.8475316822907559,2.690475578225697
8769,8,12,26.95,0.7316958382554847,1.7106040866646526,2.7231129438659787
8770,12,5,8.34,1.4905281454727919,-0.3032315235411064,-0.1691793159704111
8771,0,14,28.42,-0.7859687761791295,2.285985689580584,2.951574503347951
8772,1,9,12.67,-0.5962606993748027,0.8475316822907559,0.5037720803268252
8773,6,7,9.44,0.3522796846468311,0.27215007937482477,0.001778313573921388
8774,25,2,1.55,3.95673314392904,-1.1663039279150031,-1.2244541383395184
8775,9,12,24.03,0.9214039150598115,1.7106040866646526,2.269298145439205
8776,4,8,9.82,-0.027136468961822417,0.5598408808327904,0.06083640378014548
8777,1,8,8.27,-0.5962606993748027,0.5598408808327904,-0.18005843785050504
8778,4,6,14.1,-0.027136468961822417,-0.01554072208314083,0.7260169987344575
8779,7,5,4.14,0.5419877614511579,-0.3032315235411064,-0.8219266287760445
8780,11,8,9.65,1.300820068668465,0.5598408808327904,0.03441567921420319
8781,0,10,12.15,-0.7859687761791295,1.1352224837487215,0.42295574636041355
8782,1,7,9.34,-0.5962606993748027,0.27215007937482477,-0.013763289111926971
8783,3,9,9.6,-0.2168445457661492,0.8475316822907559,0.026644877871278873
8784,22,2,2.4,3.38760891351606,-1.1663039279150031,-1.0923505155098068
8785,0,11,20.92,-0.7859687761791295,1.422913285206687,1.7859543019093196
8786,0,10,19.66,-0.7859687761791295,1.1352224837487215,1.5901301080676293
8787,0,13,17.4,-0.7859687761791295,1.9982948881226184,1.238889887367455
8788,0,6,16.21,-0.7859687761791295,-0.01554072208314083,1.0539448154058593
8789,2,7,7.14,-0.406552622570476,0.27215007937482477,-0.35567854820059214
8790,0,14,29.11,-0.7859687761791295,2.285985689580584,3.0588115618803045
8791,6,5,10.82,0.3522796846468311,-0.3032315235411064,0.21625243063862962
8792,9,7,11.8,0.9214039150598115,0.27215007937482477,0.36856013695994416
8793,3,3,2.04,-0.2168445457661492,-0.8786131264570376,-1.1483002851788613
8794,10,4,4.92,1.1111119918641383,-0.590922324999072,-0.7007021278264268
8795,2,5,6.18,-0.406552622570476,-0.3032315235411064,-0.5048779339847369
8796,0,16,29.94,-0.7859687761791295,2.8613672924965146,3.1878068641728468
8797,8,9,10.06,0.7316958382554847,0.8475316822907559,0.0981362502261817
8798,1,5,7.5,-0.5962606993748027,-0.3032315235411064,-0.2997287785315378
8799,9,9,15.07,0.9214039150598115,0.8475316822907559,0.8767705447871872
8800,1,8,10.65,-0.5962606993748027,0.5598408808327904,0.18983170607268735
8801,13,3,16.79,1.6802362222771188,-0.8786131264570376,1.1440861109837799
8802,0,9,12.9,-0.7859687761791295,0.8475316822907559,0.5395177665042766
8803,3,9,10.45,-0.2168445457661492,0.8475316822907559,0.15874850070099034
8804,6,4,9.48,0.3522796846468311,-0.590922324999072,0.007994954648260897
8805,9,3,5.5,0.9214039150598115,-0.8786131264570376,-0.6105608322485061
8806,2,8,12.66,-0.406552622570476,0.5598408808327904,0.5022179200582404
8807,2,11,20.13,-0.406552622570476,1.422913285206687,1.663175640691117
8808,1,14,16.56,-0.5962606993748027,2.285985689580584,1.1083404248063284
8809,2,7,12.84,-0.406552622570476,0.27215007937482477,0.5301928048927675
8810,13,5,8.56,1.6802362222771188,-0.3032315235411064,-0.13498779006154452
8811,6,9,11.32,0.3522796846468311,0.8475316822907559,0.2939604440678717
8812,5,14,14.34,0.16257160784250435,2.285985689580584,0.7633168451804937
8813,17,5,8.44,2.439068529494426,-0.3032315235411064,-0.15363771328456274
8814,2,11,17.25,-0.406552622570476,1.422913285206687,1.2155774833386825
8815,0,13,17.64,-0.7859687761791295,1.9982948881226184,1.2761897338134915
8816,1,14,24.92,-0.5962606993748027,2.285985689580584,2.4076184093432564
8817,2,2,6.86,-0.406552622570476,-1.1663039279150031,-0.3991950357209676
8818,3,9,25.62,-0.2168445457661492,0.8475316822907559,2.516409628144195
8819,21,1,1.93,3.197900836711733,-1.4539947293729687,-1.1653960481332946
8820,16,3,5.77,2.249360452690099,-0.8786131264570376,-0.5685985049967154
8821,5,4,6.5,0.16257160784250435,-0.590922324999072,-0.4551448053900219
8822,3,17,43.51,-0.2168445457661492,3.1490580939544803,5.296802348642476
8823,5,5,5.62,0.16257160784250435,-0.3032315235411064,-0.5919109090254879
8824,5,8,6.47,0.16257160784250435,0.5598408808327904,-0.4598072861957765
8825,5,10,10.6,0.16257160784250435,1.1352224837487215,0.18206090472976302
8826,8,4,8.06,0.7316958382554847,-0.590922324999072,-0.21269580349078657
8827,18,4,5.61,2.6287766062987528,-0.590922324999072,-0.5934650692940727
8828,3,9,12.23,-0.2168445457661492,0.8475316822907559,0.4353890285090923
8829,0,9,12.54,-0.7859687761791295,0.8475316822907559,0.48356799683522217
8830,3,8,14.79,-0.2168445457661492,0.5598408808327904,0.8332540572668115
8831,5,6,13.67,0.16257160784250435,-0.01554072208314083,0.6591881071853094
8832,13,2,1.21,1.6802362222771188,-1.1663039279150031,-1.277295587471403
8833,5,3,5.45,0.16257160784250435,-0.8786131264570376,-0.6183316335914303
8834,4,7,12.21,-0.027136468961822417,0.27215007937482477,0.4322807079719227
8835,18,1,4.0,2.6287766062987528,-1.4539947293729687,-0.8436848725362323
8836,17,6,8.16,2.439068529494426,-0.01554072208314083,-0.1971542008049382
8837,5,7,13.02,0.16257160784250435,0.27215007937482477,0.5581676897272946
8838,20,4,4.61,3.008192759907406,-0.590922324999072,-0.7488810961525569
8839,4,9,12.1,-0.027136468961822417,0.8475316822907559,0.4151849450174892
8840,1,8,8.97,-0.5962606993748027,0.5598408808327904,-0.07126721904956598
8841,0,7,22.45,-0.7859687761791295,0.27215007937482477,2.0237408230028002
8842,2,5,4.46,-0.406552622570476,-0.3032315235411064,-0.7721935001813296
8843,2,8,9.79,-0.406552622570476,0.5598408808327904,0.056173922974390784
8844,1,5,5.06,-0.5962606993748027,-0.3032315235411064,-0.6789438840662392
8845,1,11,18.24,-0.5962606993748027,1.422913285206687,1.3694393499285817
8846,1,5,12.29,-0.5962606993748027,-0.3032315235411064,0.44471399012060114
8847,7,1,1.95,0.5419877614511579,-1.4539947293729687,-1.1622877275961248
8848,1,9,12.6,-0.5962606993748027,0.8475316822907559,0.4928929584467313
8849,3,2,1.5,-0.2168445457661492,-1.1663039279150031,-1.2322249396824427
8850,23,2,1.96,3.5773169903203863,-1.1663039279150031,-1.1607335673275399
8851,0,8,17.44,-0.7859687761791295,0.5598408808327904,1.2451065284417948
8852,0,9,8.78,-0.7859687761791295,0.8475316822907559,-0.10079626415267817
8853,1,6,10.3,-0.5962606993748027,-0.01554072208314083,0.13543609667221793
8854,2,5,17.08,-0.406552622570476,-0.3032315235411064,1.18915675877274
8855,5,8,12.43,0.16257160784250435,0.5598408808327904,0.466472233880789
8856,0,12,22.25,-0.7859687761791295,1.7106040866646526,1.9926576176311033
8857,8,4,3.4,0.7316958382554847,-0.590922324999072,-0.9369344886513227
8858,0,10,18.56,-0.7859687761791295,1.1352224837487215,1.4191724785232966
8859,6,11,14.62,0.3522796846468311,1.422913285206687,0.8068333327008692
8860,0,9,20.11,-0.7859687761791295,0.8475316822907559,1.660067320153947
8861,14,9,16.79,1.8699442990814454,0.8475316822907559,1.1440861109837799
8862,0,3,8.38,-0.7859687761791295,-0.8786131264570376,-0.1629626748960716
8863,1,8,9.3,-0.5962606993748027,0.5598408808327904,-0.019979930186266204
8864,1,9,23.59,-0.5962606993748027,0.8475316822907559,2.200915093621472
8865,3,2,1.4,-0.2168445457661492,-1.1663039279150031,-1.2477665423682909
8866,1,7,11.76,-0.5962606993748027,0.27215007937482477,0.36234349588560466
8867,0,11,14.68,-0.7859687761791295,1.422913285206687,0.8161582943123783
8868,3,5,10.08,-0.2168445457661492,-0.3032315235411064,0.10124457076335133
8869,16,2,1.49,2.249360452690099,-1.1663039279150031,-1.2337790999510274
8870,4,7,12.97,-0.027136468961822417,0.27215007937482477,0.5503968883843706
8871,8,6,11.97,0.7316958382554847,-0.01554072208314083,0.39498086152588646
8872,21,4,9.91,3.197900836711733,-0.590922324999072,0.07482384619740903
8873,8,6,8.24,0.7316958382554847,-0.01554072208314083,-0.18472091865625948
8874,1,3,2.57,-0.5962606993748027,-0.8786131264570376,-1.0659297909438645
8875,8,5,4.51,0.7316958382554847,-0.3032315235411064,-0.7644226988384054
8876,2,6,8.93,-0.406552622570476,-0.01554072208314083,-0.07748386012390548
8877,0,6,8.27,-0.7859687761791295,-0.01554072208314083,-0.18005843785050504
8878,0,9,14.52,-0.7859687761791295,0.8475316822907559,0.7912917300150208
8879,2,11,19.7,-0.406552622570476,1.422913285206687,1.5963467491419687
8880,5,2,3.97,0.16257160784250435,-1.1663039279150031,-0.8483473533419867
8881,10,8,20.43,1.1111119918641383,0.5598408808327904,1.7098004487486622
8882,1,4,8.82,-0.5962606993748027,-0.590922324999072,-0.09457962307833866
8883,0,6,7.12,-0.7859687761791295,-0.01554072208314083,-0.3587868687377617
8884,10,4,10.13,1.1111119918641383,-0.590922324999072,0.10901537210627564
8885,8,10,18.46,0.7316958382554847,1.1352224837487215,1.4036308758374485
8886,16,1,0.86,2.249360452690099,-1.4539947293729687,-1.3316911968718725
8887,2,11,21.93,-0.406552622570476,1.422913285206687,1.9429244890363884
8888,0,10,11.37,-0.7859687761791295,1.1352224837487215,0.3017312454107957
8889,5,6,5.82,0.16257160784250435,-0.01554072208314083,-0.5608277036537911
8890,0,10,12.26,-0.7859687761791295,1.1352224837487215,0.4400515093148467
8891,8,9,7.59,0.7316958382554847,0.8475316822907559,-0.2857413361142742
8892,3,2,0.97,-0.2168445457661492,-1.1663039279150031,-1.314595433917439
8893,3,8,12.18,-0.2168445457661492,0.5598408808327904,0.427618227166168
8894,3,5,14.09,-0.2168445457661492,-0.3032315235411064,0.7244628384658727
8895,1,9,10.48,-0.5962606993748027,0.8475316822907559,0.16341098150674505
8896,0,12,17.98,-0.7859687761791295,1.7106040866646526,1.329031182945376
8897,1,9,11.23,-0.5962606993748027,0.8475316822907559,0.2799730016506081
8898,5,11,23.15,0.16257160784250435,1.422913285206687,2.132532041803739
8899,1,10,28.19,-0.5962606993748027,1.1352224837487215,2.915828817170499
8900,0,8,15.96,-0.7859687761791295,0.5598408808327904,1.0150908086912382
8901,3,3,5.46,-0.2168445457661492,-0.8786131264570376,-0.6167774733228454
8902,1,10,12.69,-0.5962606993748027,1.1352224837487215,0.5068804008639949
8903,0,12,21.41,-0.7859687761791295,1.7106040866646526,1.8621081550699767
8904,0,6,7.85,-0.7859687761791295,-0.01554072208314083,-0.24533316913106837
8905,10,6,7.01,1.1111119918641383,-0.01554072208314083,-0.37588263169219505
8906,15,1,0.83,2.059652375885772,-1.4539947293729687,-1.336353677677627
8907,3,11,18.48,-0.2168445457661492,1.422913285206687,1.406739196374618
8908,2,7,8.94,-0.406552622570476,0.27215007937482477,-0.07592969985532068
8909,7,10,19.7,0.5419877614511579,1.1352224837487215,1.5963467491419687
8910,9,4,11.41,0.9214039150598115,-0.590922324999072,0.30794788648513527
8911,1,5,4.2,-0.5962606993748027,-0.3032315235411064,-0.8126016671645354
8913,0,12,16.68,-0.7859687761791295,1.7106040866646526,1.1269903480293466
8914,3,10,19.96,-0.2168445457661492,1.1352224837487215,1.6367549161251749
8915,1,12,12.64,-0.5962606993748027,1.7106040866646526,0.4991095995210708
8916,4,9,11.2,-0.027136468961822417,0.8475316822907559,0.27531052084485347
8917,17,3,1.77,2.439068529494426,-0.8786131264570376,-1.190262612430652
8918,0,12,22.14,-0.7859687761791295,1.7106040866646526,1.9755618546766702
8919,6,9,16.95,0.3522796846468311,0.8475316822907559,1.1689526752811372
8920,2,6,8.91,-0.406552622570476,-0.01554072208314083,-0.08059218066107511
8921,4,8,10.6,-0.027136468961822417,0.5598408808327904,0.18206090472976302
8922,2,1,4.19,-0.406552622570476,-1.4539947293729687,-0.8141558274331202
8923,1,9,26.59,-0.5962606993748027,0.8475316822907559,2.6671631741969244
8924,3,8,11.84,-0.2168445457661492,0.5598408808327904,0.3747767780342834
8925,0,7,7.54,-0.7859687761791295,0.27215007937482477,-0.2935121374571984
8926,13,5,5.09,1.6802362222771188,-0.3032315235411064,-0.6742814032604846
8927,26,3,7.77,4.146441220733367,-0.8786131264570376,-0.2577664512797471
8928,1,11,23.34,-0.5962606993748027,1.422913285206687,2.162061086906851
8929,1,9,13.31,-0.5962606993748027,0.8475316822907559,0.6032383375162552
8930,3,5,4.77,-0.2168445457661492,-0.3032315235411064,-0.7240145318551996
8931,24,1,1.82,3.767025067124713,-1.4539947293729687,-1.1824918110877276
8932,6,2,1.76,0.3522796846468311,-1.1663039279150031,-1.1918167726992368
8933,4,5,8.27,-0.027136468961822417,-0.3032315235411064,-0.18005843785050504
8934,2,8,7.51,-0.406552622570476,0.5598408808327904,-0.29817461826295294
8935,10,4,9.96,1.1111119918641383,-0.590922324999072,0.08259464754033335
8936,0,8,10.3,-0.7859687761791295,0.5598408808327904,0.13543609667221793
8937,1,13,37.32,-0.5962606993748027,1.9982948881226184,4.334777142388459
8938,0,12,19.66,-0.7859687761791295,1.7106040866646526,1.5901301080676293
8939,0,6,6.87,-0.7859687761791295,-0.01554072208314083,-0.39764087545238275
8940,3,5,8.06,-0.2168445457661492,-0.3032315235411064,-0.21269580349078657
8941,12,7,11.36,1.4905281454727919,0.27215007937482477,0.3001770851422109
8942,3,8,15.08,-0.2168445457661492,0.5598408808327904,0.8783247050557721
8943,0,2,3.56,-0.7859687761791295,-1.1663039279150031,-0.9120679243539652
