userid,R,F,M,R_SC,F_SC,M_SC,cluster
12634,9,1,1.65,0.9214039150598116,-1.4539947293729687,-1.20891253565367,1
12635,5,5,20.51,0.1625716078425043,-0.3032315235411064,1.7222337308973412,0
12636,0,4,8.95,-0.7859687761791295,-0.590922324999072,-0.0743755395867358,2
12637,1,4,10.52,-0.5962606993748027,-0.590922324999072,0.1696276225810842,2
12638,6,2,1.68,0.3522796846468311,-1.1663039279150031,-1.2042500548479156,2
12639,7,1,0.45,0.5419877614511579,-1.4539947293729687,-1.3954117678838511,2
12640,2,2,2.41,-0.406552622570476,-1.1663039279150031,-1.090796355241222,2
12641,2,7,8.73,-0.406552622570476,0.2721500793748247,-0.1085670654956022,2
12642,0,4,4.75,-0.7859687761791295,-0.590922324999072,-0.7271228523923692,2
12643,0,3,6.3,-0.7859687761791295,-0.8786131264570376,-0.4862280107617188,2
12644,0,7,7.37,-0.7859687761791295,0.2721500793748247,-0.3199328620231407,2
12645,0,7,9.22,-0.7859687761791295,0.2721500793748247,-0.0324132123349449,2
12646,0,5,10.96,-0.7859687761791295,-0.3032315235411064,0.2380106743988174,2
12647,0,11,16.11,-0.7859687761791295,1.422913285206687,1.038403212720011,0
12648,1,4,10.68,-0.5962606993748027,-0.590922324999072,0.1944941868784417,2
12649,2,4,5.3,-0.406552622570476,-0.590922324999072,-0.641644037620203,2
12650,3,5,10.46,-0.2168445457661492,-0.3032315235411064,0.1603026609695754,2
12651,0,8,10.56,-0.7859687761791295,0.5598408808327904,0.1758442636554237,0
12653,3,7,11.81,-0.2168445457661492,0.2721500793748247,0.3701142972285289,0
12654,10,3,2.89,1.1111119918641383,-0.8786131264570376,-1.0161966623491496,1
12655,3,3,3.23,-0.2168445457661492,-0.8786131264570376,-0.963355213217265,2
12656,2,9,15.06,-0.406552622570476,0.8475316822907559,0.8752163845186024,0
12657,0,8,8.38,-0.7859687761791295,0.5598408808327904,-0.1629626748960716,2
12658,1,5,10.28,-0.5962606993748027,-0.3032315235411064,0.132327776135048,2
12659,1,8,10.63,-0.5962606993748027,0.5598408808327904,0.1867233855355177,0
12660,1,8,9.55,-0.5962606993748027,0.5598408808327904,0.0188740765283548,0
12661,4,6,7.11,-0.0271364689618224,-0.0155407220831408,-0.3603410290063465,2
12662,2,5,6.0,-0.406552622570476,-0.3032315235411064,-0.5328528188192639,2
12663,2,11,16.04,-0.406552622570476,1.422913285206687,1.0275240908399166,0
12664,0,6,7.53,-0.7859687761791295,-0.0155407220831408,-0.2950662977257832,2
12665,5,3,2.12,0.1625716078425043,-0.8786131264570376,-1.1358670030301825,2
12666,13,4,7.36,1.6802362222771188,-0.590922324999072,-0.3214870222917255,1
12667,0,9,27.71,-0.7859687761791295,0.8475316822907559,2.841229124278427,0
12668,2,5,11.37,-0.406552622570476,-0.3032315235411064,0.3017312454107957,2
12669,3,5,3.27,-0.2168445457661492,-0.3032315235411064,-0.9571385721429256,2
12670,6,1,1.01,0.3522796846468311,-1.4539947293729687,-1.3083787928431,2
12671,7,3,4.01,0.5419877614511579,-0.8786131264570376,-0.8421307122676475,2
12672,4,4,8.13,-0.0271364689618224,-0.590922324999072,-0.2018166816106926,2
12673,17,1,0.65,2.439068529494426,-1.4539947293729687,-1.3643285625121542,1
12674,0,4,12.69,-0.7859687761791295,-0.590922324999072,0.5068804008639949,2
12675,10,1,1.11,1.1111119918641383,-1.4539947293729687,-1.2928371901572515,1
12676,2,8,12.81,-0.406552622570476,0.5598408808327904,0.5255303240870131,0
12677,0,7,9.14,-0.7859687761791295,0.2721500793748247,-0.0448464944836236,2
12678,0,4,4.34,-0.7859687761791295,-0.590922324999072,-0.7908434234043477,2
12679,0,3,8.44,-0.7859687761791295,-0.8786131264570376,-0.1536377132845627,2
12680,4,3,3.18,-0.0271364689618224,-0.8786131264570376,-0.9711260145601892,2
12681,7,4,2.88,0.5419877614511579,-0.590922324999072,-1.0177508226177343,2
12682,6,2,5.04,0.3522796846468311,-1.1663039279150031,-0.6820522046034088,2
12683,2,12,20.18,-0.406552622570476,1.7106040866646526,1.6709464420340412,0
12684,12,5,8.31,1.490528145472792,-0.3032315235411064,-0.1738417967761655,1
12685,6,4,9.05,0.3522796846468311,-0.590922324999072,-0.0588339369008872,2
12686,3,2,3.99,-0.2168445457661492,-1.1663039279150031,-0.845239032804817,2
12687,0,3,1.2,-0.7859687761791295,-0.8786131264570376,-1.278849747739988,2
12688,6,3,5.54,0.3522796846468311,-0.8786131264570376,-0.6043441911741667,2
12689,1,9,13.85,-0.5962606993748027,0.8475316822907559,0.6871629920198364,0
12690,0,6,15.82,-0.7859687761791295,-0.0155407220831408,0.9933325649310504,0
12691,12,2,6.22,1.490528145472792,-1.1663039279150031,-0.4986612929103975,1
12692,0,5,8.7,-0.7859687761791295,-0.3032315235411064,-0.1132295463013569,2
12693,0,2,3.28,-0.7859687761791295,-1.1663039279150031,-0.955584411874341,2
12694,4,6,9.11,-0.0271364689618224,-0.0155407220831408,-0.0495089752893783,2
12695,5,3,2.94,0.1625716078425043,-0.8786131264570376,-1.0084258610062256,2
12696,1,7,15.07,-0.5962606993748027,0.2721500793748247,0.8767705447871872,0
12697,3,8,12.37,-0.2168445457661492,0.5598408808327904,0.4571472722692798,0
12698,0,7,10.31,-0.7859687761791295,0.2721500793748247,0.1369902569408027,2
12699,7,6,5.6,0.5419877614511579,-0.0155407220831408,-0.5950192295626577,2
12700,4,4,4.31,-0.0271364689618224,-0.590922324999072,-0.7955059042101023,2
12702,0,5,4.56,-0.7859687761791295,-0.3032315235411064,-0.7566518974954812,2
12703,2,4,4.48,-0.406552622570476,-0.590922324999072,-0.7690851796441598,2
12704,3,4,6.76,-0.2168445457661492,-0.590922324999072,-0.414736638406816,2
12705,1,4,10.35,-0.5962606993748027,-0.590922324999072,0.1432068980151419,2
12706,3,10,9.25,-0.2168445457661492,1.1352224837487217,-0.0277507315291905,0
12707,0,10,13.29,-0.7859687761791295,1.1352224837487217,0.6001300169790853,0
12708,2,6,11.95,-0.406552622570476,-0.0155407220831408,0.3918725409887165,2
12709,7,7,9.51,0.5419877614511579,0.2721500793748247,0.0126574354540153,2
12710,7,7,16.96,0.5419877614511579,0.2721500793748247,1.1705068355497223,0
12711,1,7,12.37,-0.5962606993748027,0.2721500793748247,0.4571472722692798,0
12712,0,2,2.68,-0.7859687761791295,-1.1663039279150031,-1.0488340279894317,2
12713,0,9,9.98,-0.7859687761791295,0.8475316822907559,0.0857029680775029,0
12714,4,8,10.62,-0.0271364689618224,0.5598408808327904,0.1851692252669326,0
12715,1,6,9.95,-0.5962606993748027,-0.0155407220831408,0.0810404872717482,2
12716,0,7,13.06,-0.7859687761791295,0.2721500793748247,0.5643843308016341,0
12717,4,7,17.42,-0.0271364689618224,0.2721500793748247,1.2419982079046252,0
12718,1,3,2.75,-0.5962606993748027,-0.8786131264570376,-1.0379549061093374,2
12719,2,4,2.92,-0.406552622570476,-0.590922324999072,-1.0115341815433951,2
12720,12,1,1.05,1.490528145472792,-1.4539947293729687,-1.3021621517687605,1
12721,0,8,10.01,-0.7859687761791295,0.5598408808327904,0.0903654488832574,0
12722,3,5,6.73,-0.2168445457661492,-0.3032315235411064,-0.4193991192125705,2
12723,0,5,5.36,-0.7859687761791295,-0.3032315235411064,-0.6323190760086937,2
12724,0,9,8.11,-0.7859687761791295,0.8475316822907559,-0.2049250021478625,0
12725,4,4,6.73,-0.0271364689618224,-0.590922324999072,-0.4193991192125705,2
12726,2,6,10.48,-0.406552622570476,-0.0155407220831408,0.163410981506745,2
12727,0,11,16.92,-0.7859687761791295,1.422913285206687,1.1642901944753832,0
12728,0,2,3.25,-0.7859687761791295,-1.1663039279150031,-0.9602468926800952,2
12729,1,5,4.93,-0.5962606993748027,-0.3032315235411064,-0.699147967557842,2
12730,4,3,5.06,-0.0271364689618224,-0.8786131264570376,-0.6789438840662392,2
12731,3,4,4.19,-0.2168445457661492,-0.590922324999072,-0.8141558274331202,2
12732,2,5,11.41,-0.406552622570476,-0.3032315235411064,0.3079478864851352,2
12733,4,5,5.37,-0.0271364689618224,-0.3032315235411064,-0.630764915740109,2
12734,0,10,13.7,-0.7859687761791295,1.1352224837487217,0.6638505879910638,0
12735,12,5,3.28,1.490528145472792,-0.3032315235411064,-0.955584411874341,1
12736,0,5,12.14,-0.7859687761791295,-0.3032315235411064,0.4214015860918287,2
12737,0,8,14.18,-0.7859687761791295,0.5598408808327904,0.7384502808831362,0
12738,4,5,9.57,-0.0271364689618224,-0.3032315235411064,0.0219823970655244,2
12739,4,5,7.31,-0.0271364689618224,-0.3032315235411064,-0.3292578236346498,2
12740,4,12,23.78,-0.0271364689618224,1.7106040866646526,2.230444138724584,0
12741,0,7,15.74,-0.7859687761791295,0.2721500793748247,0.9808992827823716,0
12742,1,7,12.76,-0.5962606993748027,0.2721500793748247,0.5177595227440888,0
12743,6,9,18.31,0.3522796846468311,0.8475316822907559,1.3803184718086756,0
12744,1,8,16.39,-0.5962606993748027,0.5598408808327904,1.0819197002403864,0
12745,1,3,2.79,-0.5962606993748027,-0.8786131264570376,-1.031738265034998,2
12746,4,3,2.93,-0.0271364689618224,-0.8786131264570376,-1.0099800212748102,2
12747,4,5,5.76,-0.0271364689618224,-0.3032315235411064,-0.5701526652653002,2
12748,0,14,21.46,-0.7859687761791295,2.285985689580584,1.869878956412901,0
12749,0,9,11.38,-0.7859687761791295,0.8475316822907559,0.3032854056793808,0
12750,1,5,6.07,-0.5962606993748027,-0.3032315235411064,-0.5219736969391701,2
12751,13,6,10.69,1.6802362222771188,-0.0155407220831408,0.1960483471470265,1
12752,4,4,3.61,-0.0271364689618224,-0.590922324999072,-0.9042971230110411,2
12754,9,3,3.07,0.9214039150598116,-0.8786131264570376,-0.9882217775146224,1
12755,0,8,7.56,-0.7859687761791295,0.5598408808327904,-0.2904038169200287,2
12756,4,10,8.72,-0.0271364689618224,1.1352224837487217,-0.110121225764187,0
12757,6,7,16.03,0.3522796846468311,0.2721500793748247,1.025969930571332,0
12758,1,11,19.84,-0.5962606993748027,1.422913285206687,1.6181049929021565,0
12759,1,7,12.98,-0.5962606993748027,0.2721500793748247,0.5519510486529554,0
12760,1,8,10.74,-0.5962606993748027,0.5598408808327904,0.2038191484899509,0
12761,12,3,4.84,1.490528145472792,-0.8786131264570376,-0.7131354099751056,1
12762,18,1,0.4,2.6287766062987528,-1.4539947293729687,-1.4031825692267752,1
12763,2,3,6.74,-0.406552622570476,-0.8786131264570376,-0.4178449589439857,2
12764,5,8,19.67,0.1625716078425043,0.5598408808327904,1.5916842683362145,0
12765,16,2,0.98,2.249360452690099,-1.1663039279150031,-1.3130412736488544,1
12766,1,5,12.84,-0.5962606993748027,-0.3032315235411064,0.5301928048927675,2
12767,7,1,2.13,0.5419877614511579,-1.4539947293729687,-1.1343128427615976,2
12768,0,1,1.8,-0.7859687761791295,-1.4539947293729687,-1.1856001316248974,2
12769,0,7,14.3,-0.7859687761791295,0.2721500793748247,0.7571002041061545,0
12770,0,6,4.26,-0.7859687761791295,-0.0155407220831408,-0.8032767055530264,2
12771,5,4,6.08,0.1625716078425043,-0.590922324999072,-0.5204195366705853,2
12772,6,7,6.21,0.3522796846468311,0.2721500793748247,-0.5002154531789823,2
12773,7,5,8.58,0.5419877614511579,-0.3032315235411064,-0.1318794695243748,2
12774,0,10,8.98,-0.7859687761791295,1.1352224837487217,-0.0697130587809811,0
12775,8,5,18.94,0.7316958382554847,-0.3032315235411064,1.478230568729521,0
12776,1,8,9.22,-0.5962606993748027,0.5598408808327904,-0.0324132123349449,2
12777,6,9,16.89,0.3522796846468311,0.8475316822907559,1.1596277136696285,0
12778,11,5,10.89,1.300820068668465,-0.3032315235411064,0.2271315525187235,1
12779,4,3,4.68,-0.0271364689618224,-0.8786131264570376,-0.7380019742724631,2
12780,2,2,3.38,-0.406552622570476,-1.1663039279150031,-0.9400428091884924,2
12781,3,9,24.72,-0.2168445457661492,0.8475316822907559,2.376535203971559,0
12782,5,7,12.56,0.1625716078425043,0.2721500793748247,0.4866763173723921,0
12783,1,6,11.67,-0.5962606993748027,-0.0155407220831408,0.3483560534683411,2
12784,1,3,6.78,-0.5962606993748027,-0.8786131264570376,-0.4116283178696463,2
12785,1,6,6.35,-0.5962606993748027,-0.0155407220831408,-0.4784572094187946,2
12786,14,1,3.78,1.8699442990814452,-1.4539947293729687,-0.8778763984450989,1
12787,1,8,8.81,-0.5962606993748027,0.5598408808327904,-0.0961337833469234,2
12788,6,8,8.65,0.3522796846468311,0.5598408808327904,-0.1210003476442809,2
12789,6,4,5.38,0.3522796846468311,-0.590922324999072,-0.6292107554715242,2
12790,2,8,14.78,-0.406552622570476,0.5598408808327904,0.8316998969982267,0
12792,11,6,8.45,1.300820068668465,-0.0155407220831408,-0.1520835530159779,1
12793,0,5,8.07,-0.7859687761791295,-0.3032315235411064,-0.2111416432222017,2
12794,8,4,4.76,0.7316958382554847,-0.590922324999072,-0.7255686921237844,2
12795,1,4,6.33,-0.5962606993748027,-0.590922324999072,-0.4815655299559642,2
12796,0,7,6.17,-0.7859687761791295,0.2721500793748247,-0.5064320942533217,2
12797,10,6,4.39,1.1111119918641383,-0.0155407220831408,-0.7830726220614235,1
12798,1,8,11.09,-0.5962606993748027,0.5598408808327904,0.2582147578904202,0
12799,0,5,9.98,-0.7859687761791295,-0.3032315235411064,0.0857029680775029,2
12800,5,4,11.83,0.1625716078425043,-0.590922324999072,0.3732226177656986,2
12802,0,3,2.9,-0.7859687761791295,-0.8786131264570376,-1.0146425020805647,2
12803,3,9,13.87,-0.2168445457661492,0.8475316822907559,0.6902713125570061,0
12804,5,7,8.82,0.1625716078425043,0.2721500793748247,-0.0945796230783386,2
12805,0,6,13.1,-0.7859687761791295,-0.0155407220831408,0.5706009718759734,0
12806,3,4,6.24,-0.2168445457661492,-0.590922324999072,-0.4955529723732277,2
12807,10,4,4.58,1.1111119918641383,-0.590922324999072,-0.7535435769583114,1
12808,0,7,7.4,-0.7859687761791295,0.2721500793748247,-0.3152703812173861,2
12809,0,3,11.51,-0.7859687761791295,-0.8786131264570376,0.3234894891709836,2
12810,1,5,7.49,-0.5962606993748027,-0.3032315235411064,-0.3012829388001226,2
12811,2,10,10.1,-0.406552622570476,1.1352224837487217,0.1043528913005209,0
12812,13,4,5.0,1.6802362222771188,-0.590922324999072,-0.6882688456777482,1
12813,2,7,7.6,-0.406552622570476,0.2721500793748247,-0.2841871758456894,2
12814,0,7,12.14,-0.7859687761791295,0.2721500793748247,0.4214015860918287,0
12815,10,6,5.56,1.1111119918641383,-0.0155407220831408,-0.601235870636997,1
12816,0,12,13.2,-0.7859687761791295,1.7106040866646526,0.5861425745618217,0
12817,3,4,7.69,-0.2168445457661492,-0.590922324999072,-0.2701997334284257,2
12818,15,2,1.5,2.059652375885772,-1.1663039279150031,-1.2322249396824427,1
12819,1,4,5.12,-0.5962606993748027,-0.590922324999072,-0.66961892245473,2
12820,12,4,5.31,1.490528145472792,-0.590922324999072,-0.6400898773516182,1
12821,0,4,8.03,-0.7859687761791295,-0.590922324999072,-0.2173582842965412,2
12823,0,5,6.5,-0.7859687761791295,-0.3032315235411064,-0.4551448053900219,2
12824,10,7,8.16,1.1111119918641383,0.2721500793748247,-0.1971542008049382,1
12825,1,9,19.01,-0.5962606993748027,0.8475316822907559,1.4891096906096148,0
12826,2,2,7.25,-0.406552622570476,-1.1663039279150031,-0.3385827852461588,2
12827,7,8,12.07,0.5419877614511579,0.5598408808327904,0.4105224642117348,0
12828,0,6,7.51,-0.7859687761791295,-0.0155407220831408,-0.2981746182629529,2
12829,2,7,7.59,-0.406552622570476,0.2721500793748247,-0.2857413361142742,2
12830,6,1,0.66,0.3522796846468311,-1.4539947293729687,-1.3627744022435693,2
12831,0,11,10.73,-0.7859687761791295,1.422913285206687,0.202264988221366,0
12832,0,10,10.16,-0.7859687761791295,1.1352224837487217,0.11367785291203,0
12833,4,4,3.99,-0.0271364689618224,-0.590922324999072,-0.845239032804817,2
12834,0,6,9.4,-0.7859687761791295,-0.0155407220831408,-0.0044383275004178,2
12835,2,5,9.67,-0.406552622570476,-0.3032315235411064,0.0375239997513728,2
12836,4,7,7.85,-0.0271364689618224,0.2721500793748247,-0.2453331691310683,2
12837,4,9,13.3,-0.0271364689618224,0.8475316822907559,0.6016841772476703,0
12838,0,8,13.09,-0.7859687761791295,0.5598408808327904,0.5690468116073886,0
12839,2,10,15.94,-0.406552622570476,1.1352224837487217,1.0119824881540682,0
12840,3,10,10.26,-0.2168445457661492,1.1352224837487217,0.1292194555978784,0
12841,5,8,14.48,0.1625716078425043,0.5598408808327904,0.7850750889406816,0
12842,3,4,5.04,-0.2168445457661492,-0.590922324999072,-0.6820522046034088,2
12843,2,6,5.83,-0.406552622570476,-0.0155407220831408,-0.5592735433852063,2
12844,3,4,3.31,-0.2168445457661492,-0.590922324999072,-0.9509219310685862,2
12845,4,5,7.83,-0.0271364689618224,-0.3032315235411064,-0.2484414896682379,2
12846,2,5,9.26,-0.406552622570476,-0.3032315235411064,-0.0261965712606057,2
12847,0,7,17.28,-0.7859687761791295,0.2721500793748247,1.2202399641444373,0
12848,0,11,17.85,-0.7859687761791295,1.422913285206687,1.3088270994537734,0
12849,6,5,29.48,0.3522796846468311,-0.3032315235411064,3.116315491817944,0
12850,2,10,9.38,-0.406552622570476,1.1352224837487217,-0.0075466480375874,0
12851,2,8,11.28,-0.406552622570476,0.5598408808327904,0.2877438029935322,0
12852,0,6,6.61,-0.7859687761791295,-0.0155407220831408,-0.4380490424355886,2
12854,2,8,13.46,-0.406552622570476,0.5598408808327904,0.6265507415450279,0
12855,1,3,5.22,-0.5962606993748027,-0.8786131264570376,-0.6540773197688816,2
12856,13,2,6.04,1.6802362222771188,-1.1663039279150031,-0.5266361777449247,1
12857,9,7,18.94,0.9214039150598116,0.2721500793748247,1.478230568729521,0
12858,0,8,11.68,-0.7859687761791295,0.5598408808327904,0.3499102137369259,0
12859,0,8,10.25,-0.7859687761791295,0.5598408808327904,0.1276652953292936,0
12860,0,9,15.89,-0.7859687761791295,0.8475316822907559,1.0042116868111444,0
12861,0,6,8.64,-0.7859687761791295,-0.0155407220831408,-0.1225545079128657,2
12862,15,2,1.05,2.059652375885772,-1.1663039279150031,-1.3021621517687605,1
12863,16,2,1.78,2.249360452690099,-1.1663039279150031,-1.188708452162067,1
12864,8,6,8.24,0.7316958382554847,-0.0155407220831408,-0.1847209186562594,2
12865,12,3,3.69,1.490528145472792,-0.8786131264570376,-0.8918638408623625,1
12866,15,3,3.0,2.059652375885772,-0.8786131264570376,-0.9991008993947164,1
12867,4,12,15.27,-0.0271364689618224,1.7106040866646526,0.907853750158884,0
12868,5,4,3.58,0.1625716078425043,-0.590922324999072,-0.9089596038167956,2
12869,2,4,5.35,-0.406552622570476,-0.590922324999072,-0.6338732362772788,2
12870,2,9,19.71,-0.406552622570476,0.8475316822907559,1.5979009094105536,0
12871,1,6,13.78,-0.5962606993748027,-0.0155407220831408,0.6762838701397426,0
12872,2,5,9.09,-0.406552622570476,-0.3032315235411064,-0.052617295826548,2
12873,5,7,8.77,0.1625716078425043,0.2721500793748247,-0.1023504244212629,2
12874,5,6,9.54,0.1625716078425043,-0.0155407220831408,0.0173199162597697,2
12875,3,8,13.89,-0.2168445457661492,0.5598408808327904,0.6933796330941759,0
12876,1,7,13.6,-0.5962606993748027,0.2721500793748247,0.6483089853052154,0
12877,15,1,0.38,2.059652375885772,-1.4539947293729687,-1.4062908897639448,1
12878,1,9,10.93,-0.5962606993748027,0.8475316822907559,0.2333481935930628,0
12879,14,1,1.93,1.8699442990814452,-1.4539947293729687,-1.1653960481332946,1
12880,4,7,23.36,-0.0271364689618224,0.2721500793748247,2.1651694074440204,0
12881,1,6,8.18,-0.5962606993748027,-0.0155407220831408,-0.1940458802677686,2
12882,0,11,18.57,-0.7859687761791295,1.422913285206687,1.4207266387918818,0
12883,9,1,1.05,0.9214039150598116,-1.4539947293729687,-1.3021621517687605,1
12884,0,12,16.83,-0.7859687761791295,1.7106040866646526,1.150302752058119,0
12885,14,4,2.14,1.8699442990814452,-0.590922324999072,-1.1327586824930127,1
12886,1,3,5.56,-0.5962606993748027,-0.8786131264570376,-0.601235870636997,2
12887,0,5,11.8,-0.7859687761791295,-0.3032315235411064,0.3685601369599441,2
12888,6,3,4.08,0.3522796846468311,-0.8786131264570376,-0.8312515903875535,2
12889,5,6,7.3,0.1625716078425043,-0.0155407220831408,-0.3308119839032346,2
12890,0,10,17.87,-0.7859687761791295,1.1352224837487217,1.311935419990943,0
12891,2,9,14.54,-0.406552622570476,0.8475316822907559,0.7944000505521904,0
12892,1,6,9.53,-0.5962606993748027,-0.0155407220831408,0.0157657559911849,2
12893,13,6,7.41,1.6802362222771188,-0.0155407220831408,-0.3137162209488013,1
12894,10,6,15.25,1.1111119918641383,-0.0155407220831408,0.9047454296217144,0
12895,1,4,3.37,-0.5962606993748027,-0.590922324999072,-0.9415969694570772,2
12896,5,2,1.25,0.1625716078425043,-1.1663039279150031,-1.2710789463970638,2
12897,13,7,13.93,1.6802362222771188,0.2721500793748247,0.6995962741685152,1
12898,12,5,10.37,1.490528145472792,-0.3032315235411064,0.1463152185523115,1
12899,6,7,10.17,0.3522796846468311,0.2721500793748247,0.1152320131806148,2
12900,17,2,1.23,2.439068529494426,-1.1663039279150031,-1.2741872669342331,1
12901,1,7,16.28,-0.5962606993748027,0.2721500793748247,1.0648239372859531,0
12902,3,6,9.88,-0.2168445457661492,-0.0155407220831408,0.0701613653916546,2
12903,8,5,8.27,0.7316958382554847,-0.3032315235411064,-0.180058437850505,2
12904,5,6,9.51,0.1625716078425043,-0.0155407220831408,0.0126574354540153,2
12905,0,9,9.65,-0.7859687761791295,0.8475316822907559,0.0344156792142031,0
12906,17,3,8.27,2.439068529494426,-0.8786131264570376,-0.180058437850505,1
12907,0,4,4.57,-0.7859687761791295,-0.590922324999072,-0.7550977372268962,2
12908,4,7,13.56,-0.0271364689618224,0.2721500793748247,0.6420923442308762,0
12909,2,7,16.09,-0.406552622570476,0.2721500793748247,1.035294892182841,0
12910,5,6,7.97,0.1625716078425043,-0.0155407220831408,-0.2266832459080502,2
12911,0,8,9.32,-0.7859687761791295,0.5598408808327904,-0.0168716096490965,0
12912,9,2,1.27,0.9214039150598116,-1.1663039279150031,-1.267970625859894,1
12913,1,9,9.09,-0.5962606993748027,0.8475316822907559,-0.052617295826548,0
12914,5,3,4.46,0.1625716078425043,-0.8786131264570376,-0.7721935001813296,2
12917,2,10,19.77,-0.406552622570476,1.1352224837487217,1.6072258710220626,0
12918,1,6,6.16,-0.5962606993748027,-0.0155407220831408,-0.5079862545219065,2
12919,3,7,9.06,-0.2168445457661492,0.2721500793748247,-0.0572797766323024,2
12920,7,5,9.07,0.5419877614511579,-0.3032315235411064,-0.0557256163637176,2
12921,8,3,2.2,0.7316958382554847,-0.8786131264570376,-1.1234337208815035,2
12922,0,9,11.96,-0.7859687761791295,0.8475316822907559,0.3934267012573016,0
12923,0,3,4.99,-0.7859687761791295,-0.8786131264570376,-0.689823005946333,2
12924,0,6,12.65,-0.7859687761791295,-0.0155407220831408,0.5006637597896556,2
12925,0,6,6.99,-0.7859687761791295,-0.0155407220831408,-0.3789909522293646,2
12926,0,4,6.1,-0.7859687761791295,-0.590922324999072,-0.5173112161334156,2
12927,4,2,1.27,-0.0271364689618224,-1.1663039279150031,-1.267970625859894,2
12928,13,2,3.9,1.6802362222771188,-1.1663039279150031,-0.8592264752220806,1
12929,0,4,11.92,-0.7859687761791295,-0.590922324999072,0.3872100601829621,2
12930,0,5,7.8,-0.7859687761791295,-0.3032315235411064,-0.2531039704739926,2
12931,3,3,14.22,-0.2168445457661492,-0.8786131264570376,0.7446669219574757,2
12932,2,5,5.44,-0.406552622570476,-0.3032315235411064,-0.6198857938600151,2
12933,16,2,2.75,2.249360452690099,-1.1663039279150031,-1.0379549061093374,1
12934,13,3,3.97,1.6802362222771188,-0.8786131264570376,-0.8483473533419867,1
12935,1,4,7.05,-0.5962606993748027,-0.590922324999072,-0.3696659906178556,2
12936,2,11,22.08,-0.406552622570476,1.422913285206687,1.9662368930651608,0
12937,0,6,7.06,-0.7859687761791295,-0.0155407220831408,-0.3681118303492708,2
12938,0,10,11.18,-0.7859687761791295,1.1352224837487217,0.2722022003076838,0
12939,3,6,6.88,-0.2168445457661492,-0.0155407220831408,-0.3960867151837979,2
12940,1,5,5.74,-0.5962606993748027,-0.3032315235411064,-0.5732609858024699,2
12941,7,8,11.89,0.5419877614511579,0.5598408808327904,0.3825475793772077,0
12942,6,7,6.24,0.3522796846468311,0.2721500793748247,-0.4955529723732277,2
12943,9,3,4.69,0.9214039150598116,-0.8786131264570376,-0.7364478140038782,1
12945,10,3,3.67,1.1111119918641383,-0.8786131264570376,-0.8949721613995321,1
12946,12,4,4.7,1.490528145472792,-0.590922324999072,-0.7348936537352934,1
12947,5,7,15.05,0.1625716078425043,0.2721500793748247,0.8736622242500176,0
12948,5,8,14.11,0.1625716078425043,0.5598408808327904,0.7275711590030424,0
12949,1,5,4.49,-0.5962606993748027,-0.3032315235411064,-0.767531019375575,2
12950,5,4,8.23,0.1625716078425043,-0.590922324999072,-0.1862750789248442,2
12951,0,5,6.15,-0.7859687761791295,-0.3032315235411064,-0.5095404147904913,2
12952,0,6,6.64,-0.7859687761791295,-0.0155407220831408,-0.4333865616298342,2
12953,7,3,2.37,0.5419877614511579,-0.8786131264570376,-1.0970129963155617,2
12954,0,5,5.64,-0.7859687761791295,-0.3032315235411064,-0.5888025884883183,2
12955,11,4,11.64,1.300820068668465,-0.590922324999072,0.3436935726625866,1
12956,1,6,8.15,-0.5962606993748027,-0.0155407220831408,-0.198708361073523,2
12957,2,9,15.67,-0.406552622570476,0.8475316822907559,0.9700201609022776,0
12958,7,4,4.77,0.5419877614511579,-0.590922324999072,-0.7240145318551996,2
12959,2,7,13.2,-0.406552622570476,0.2721500793748247,0.5861425745618217,0
12960,5,3,5.92,0.1625716078425043,-0.8786131264570376,-0.5452861009679427,2
12961,7,3,4.42,0.5419877614511579,-0.8786131264570376,-0.778410141255669,2
12962,15,2,3.93,2.059652375885772,-1.1663039279150031,-0.8545639944163262,1
12963,4,4,15.81,-0.0271364689618224,-0.590922324999072,0.9917784046624656,2
12964,7,6,5.85,0.5419877614511579,-0.0155407220831408,-0.5561652228480367,2
12965,0,6,8.28,-0.7859687761791295,-0.0155407220831408,-0.1785042775819202,2
12966,9,4,4.19,0.9214039150598116,-0.590922324999072,-0.8141558274331202,1
12967,12,1,1.9,1.490528145472792,-1.4539947293729687,-1.1700585289390488,1
12968,0,3,10.52,-0.7859687761791295,-0.8786131264570376,0.1696276225810842,2
12969,12,6,9.72,1.490528145472792,-0.0155407220831408,0.0452948010942971,1
12970,15,2,2.55,2.059652375885772,-1.1663039279150031,-1.0690381114810343,1
12971,2,5,7.72,-0.406552622570476,-0.3032315235411064,-0.2655372526226713,2
12972,3,4,3.44,-0.2168445457661492,-0.590922324999072,-0.9307178475769836,2
12973,0,5,3.68,-0.7859687761791295,-0.3032315235411064,-0.8934180011309473,2
12974,0,6,7.25,-0.7859687761791295,-0.0155407220831408,-0.3385827852461588,2
12975,5,4,4.04,0.1625716078425043,-0.590922324999072,-0.8374682314618929,2
12976,17,1,0.67,2.439068529494426,-1.4539947293729687,-1.3612202419749844,1
12977,1,8,12.65,-0.5962606993748027,0.5598408808327904,0.5006637597896556,0
12978,0,7,10.69,-0.7859687761791295,0.2721500793748247,0.1960483471470265,2
12979,14,4,3.35,1.8699442990814452,-0.590922324999072,-0.944705289994247,1
12980,0,9,13.73,-0.7859687761791295,0.8475316822907559,0.6685130687968185,0
