userid,recency(day),frequency(次),total_distance(km),total_duration(min),avg_duration(min),avg_speed(km/h)
16447,1,3,2.54,19.0,6.33,7.7
16448,4,1,0.96,12.0,12.0,4.81
16449,5,2,1.47,24.0,12.0,3.67
16450,1,9,12.29,138.0,15.33,6.36
16451,0,1,0.7,4.0,4.0,10.51
16452,0,7,7.63,60.0,8.57,8.25
16453,1,5,10.46,98.0,19.6,6.85
16454,5,2,2.34,57.0,28.5,3.32
16456,6,1,1.89,44.0,44.0,2.57
16457,3,2,4.54,35.0,17.5,7.78
16458,4,1,0.58,4.0,4.0,8.71
16459,3,2,1.78,12.0,6.0,9.48
16460,1,5,4.1,46.0,9.2,6.05
16461,8,1,1.58,16.0,16.0,5.94
16462,0,1,1.16,11.0,11.0,6.33
16463,1,1,1.06,7.0,7.0,9.04
16464,1,2,2.22,40.0,20.0,5.11
16465,3,7,10.95,95.0,13.57,7.17
16467,5,1,0.94,9.0,9.0,6.27
16468,0,3,4.66,34.0,11.33,8.2
16469,4,3,3.04,23.0,7.67,7.91
16470,0,7,6.24,66.0,9.43,5.95
16471,0,5,5.24,51.0,10.2,6.49
16472,1,3,4.04,46.0,15.33,6.07
16473,4,3,4.47,49.0,16.33,5.62
16474,4,2,7.88,55.0,27.5,7.9
16475,0,2,2.76,26.0,13.0,6.44
16476,1,3,2.67,20.0,6.67,8.09
16477,4,3,4.1,50.0,16.67,4.87
16478,0,6,8.07,65.0,10.83,7.38
16479,0,6,12.76,93.0,15.5,8.31
16480,2,4,8.62,115.0,28.75,4.74
16481,2,7,9.41,86.0,12.29,6.51
16482,1,4,12.36,129.0,32.25,5.38
16483,0,2,1.14,12.0,6.0,5.69
16484,0,5,10.96,138.0,27.6,5.95
16485,6,2,1.54,9.0,4.5,8.78
16486,2,1,4.09,26.0,26.0,9.44
16487,0,6,7.4,68.0,11.33,6.75
16488,1,4,7.68,86.0,21.5,6.86
16489,0,2,6.39,41.0,20.5,10.16
16490,2,1,0.52,13.0,13.0,2.42
16491,3,2,1.64,15.0,7.5,6.34
16492,2,3,4.13,49.0,16.33,8.25
16493,3,1,0.44,4.0,4.0,6.6
16494,0,3,11.71,86.0,28.67,7.98
16495,1,3,4.74,41.0,13.67,6.93
16496,2,3,2.81,24.0,8.0,7.25
16497,4,2,1.82,14.0,7.0,7.82
16498,0,4,3.23,38.0,9.5,6.05
16499,1,6,10.12,88.0,14.67,7.16
16500,2,3,6.23,41.0,13.67,9.5
16501,0,6,11.03,108.0,18.0,7.38
16502,3,4,11.61,83.0,20.75,7.46
16503,2,3,11.24,109.0,36.33,5.66
16504,0,2,6.02,44.0,22.0,8.4
16505,0,10,6.82,56.0,5.6,7.92
16506,0,5,11.06,84.0,16.8,7.66
16507,2,1,2.38,20.0,20.0,7.15
16508,0,5,6.79,65.0,13.0,7.02
16510,0,5,8.25,47.0,9.4,9.33
16512,3,2,3.01,45.0,22.5,5.78
16514,5,1,1.2,10.0,10.0,7.2
16515,4,2,0.53,44.0,22.0,1.44
16516,2,4,10.84,69.0,17.25,9.12
16517,2,2,5.97,56.0,28.0,4.6
16518,4,2,4.5,49.0,24.5,8.09
16519,3,5,9.59,89.0,17.8,6.78
16520,0,5,6.37,74.0,14.8,6.06
16521,3,1,0.5,6.0,6.0,5.05
16522,0,3,4.59,47.0,15.67,6.13
16524,4,2,4.98,62.0,31.0,4.38
16525,0,4,5.55,50.0,12.5,6.71
16527,0,2,3.73,39.0,19.5,6.1
16528,2,2,1.64,15.0,7.5,6.42
16529,8,1,1.92,16.0,16.0,7.22
16530,0,3,3.56,31.0,10.33,6.96
16531,5,2,2.43,19.0,9.5,7.72
16532,0,4,5.68,53.0,13.25,5.64
16533,3,3,3.2,31.0,10.33,6.32
16534,5,2,5.13,33.0,16.5,9.26
16535,7,3,4.37,41.0,13.67,6.42
16536,0,2,2.32,12.0,6.0,11.7
16537,2,1,1.4,12.0,12.0,7.01
16539,0,2,4.04,33.0,16.5,5.9
16540,0,3,5.62,68.0,22.67,4.37
16541,0,1,0.7,5.0,5.0,8.41
16542,0,2,5.96,40.0,20.0,8.5
16543,0,2,1.49,11.0,5.5,8.13
16544,1,2,2.28,36.0,18.0,4.42
16545,2,1,0.67,5.0,5.0,8.08
16546,2,1,1.21,14.0,14.0,5.17
16547,1,2,1.28,8.0,4.0,9.51
16549,0,3,2.91,29.0,9.67,6.19
16550,0,1,0.59,6.0,6.0,5.87
16551,0,1,1.22,15.0,15.0,4.89
16554,0,1,1.07,10.0,10.0,6.41
16555,0,2,2.16,22.0,11.0,7.1
16556,0,1,2.3,19.0,19.0,7.26
16558,0,1,3.06,23.0,23.0,7.98
16560,0,4,4.49,76.0,19.0,6.04
16561,0,2,1.91,14.0,7.0,8.76
16562,1,5,4.38,85.0,17.0,5.76
16563,3,3,4.88,36.0,12.0,7.77
16564,0,4,11.01,71.0,17.75,9.12
16565,4,1,0.79,6.0,6.0,7.92
16566,3,4,5.39,68.0,17.0,6.12
16567,5,5,4.8,41.0,8.2,7.69
16568,0,3,6.09,52.0,17.33,6.77
16569,1,5,7.66,64.0,12.8,6.9
16570,2,6,12.64,115.0,19.17,6.45
16571,1,1,8.1,68.0,68.0,7.15
16572,0,5,14.08,99.0,19.8,8.39
16573,0,4,5.24,43.0,10.75,7.32
16574,3,7,15.44,190.0,27.14,6.59
16575,0,5,12.64,115.0,23.0,6.5
16576,8,1,1.97,17.0,17.0,6.94
16577,3,3,8.59,64.0,21.33,7.33
16578,2,4,6.36,52.0,13.0,7.03
16579,2,3,2.45,18.0,6.0,7.74
16580,5,3,5.8,59.0,19.67,5.93
16582,3,4,6.25,78.0,19.5,6.09
16583,3,1,6.8,75.0,75.0,5.44
16585,0,3,7.54,53.0,17.67,8.33
16586,1,1,0.35,3.0,3.0,6.92
16587,1,5,2.59,69.0,13.8,5.33
16589,5,1,0.5,4.0,4.0,7.57
16590,0,8,13.7,136.0,17.0,6.57
16591,3,6,4.24,63.0,10.5,4.03
16593,1,3,5.85,61.0,20.33,4.82
16594,0,4,5.27,55.0,13.75,5.66
16595,6,1,0.74,6.0,6.0,7.44
16596,0,7,9.82,93.0,13.29,7.51
16597,3,4,4.83,41.0,10.25,7.09
16598,0,2,3.25,32.0,16.0,6.14
16599,8,1,0.44,3.0,3.0,8.76
16600,0,8,13.9,128.0,16.0,7.0
16601,1,7,17.4,383.0,54.71,4.98
16602,0,4,7.33,87.0,21.75,5.7
16603,2,2,1.38,7.0,3.5,12.06
16605,3,6,6.12,56.0,9.33,6.62
16606,5,5,12.58,105.0,21.0,7.44
16607,8,1,3.33,27.0,27.0,7.4
16608,2,2,3.71,28.0,14.0,8.52
16609,1,2,2.47,25.0,12.5,5.44
16610,1,3,5.66,109.0,36.33,4.25
16611,1,3,13.34,106.0,35.33,7.42
16612,1,2,1.54,14.0,7.0,7.25
16613,4,1,0.96,8.0,8.0,7.17
16614,0,4,3.26,44.0,11.0,5.36
16615,2,1,1.23,11.0,11.0,6.69
16616,3,1,1.22,53.0,53.0,1.38
16617,0,4,5.08,101.0,25.25,3.98
16618,1,3,3.47,49.0,16.33,4.72
16619,8,2,1.62,14.0,7.0,7.18
16620,3,6,4.82,46.0,7.67,6.67
16621,0,8,8.46,115.0,14.38,5.57
16622,8,2,10.38,113.0,56.5,6.85
16623,0,3,12.23,137.0,45.67,6.78
16624,2,1,1.79,12.0,12.0,8.96
16625,1,6,9.84,95.0,15.83,6.68
16626,0,4,8.36,63.0,15.75,7.89
16627,3,3,5.88,180.0,60.0,3.25
16628,6,1,4.14,24.0,24.0,10.35
16629,3,4,2.34,40.0,10.0,4.58
16630,1,5,7.75,97.0,19.4,6.46
16631,1,6,17.33,145.0,24.17,7.0
16632,2,5,3.99,37.0,7.4,7.81
16633,0,4,4.85,49.0,12.25,7.2
16634,0,2,6.11,71.0,35.5,5.58
16635,4,5,8.7,74.0,14.8,6.76
16636,3,1,13.0,96.0,96.0,8.12
16637,5,3,3.38,130.0,43.33,6.0
16638,6,2,4.08,35.0,17.5,6.86
16639,0,7,11.2,91.0,13.0,7.32
16640,0,8,10.39,103.0,12.88,5.36
16641,8,1,5.84,54.0,54.0,6.49
16642,2,3,11.15,86.0,28.67,7.02
16643,1,5,4.62,116.0,23.2,5.69
16645,7,2,3.79,44.0,22.0,4.98
16646,1,4,4.22,36.0,9.0,7.38
16647,0,4,6.56,59.0,14.75,6.46
16648,5,2,2.18,23.0,11.5,6.34
16649,0,4,7.88,70.0,17.5,7.42
16650,2,3,5.41,46.0,15.33,6.97
16651,3,3,9.83,81.0,27.0,7.75
16652,0,7,12.07,102.0,14.57,7.11
16653,1,7,11.34,205.0,29.29,3.74
16654,6,2,0.69,23.0,11.5,2.86
16655,8,1,13.22,67.0,67.0,11.84
16656,3,4,5.33,57.0,14.25,5.68
16657,1,3,3.07,37.0,12.33,5.55
16658,4,1,6.47,46.0,46.0,8.44
16659,1,3,6.32,102.0,34.0,4.45
16660,4,1,2.05,21.0,21.0,5.87
16661,1,3,4.46,47.0,15.67,5.6
16662,0,12,16.83,312.0,26.0,5.67
16663,1,6,11.26,90.0,15.0,7.74
16664,0,3,5.42,51.0,17.0,6.28
16665,2,2,1.25,9.0,4.5,8.3
16666,6,1,0.58,10.0,10.0,3.49
16667,1,5,5.11,50.0,10.0,6.58
16668,0,4,5.59,45.0,11.25,7.31
16669,1,1,0.89,8.0,8.0,6.7
16670,1,5,9.45,79.0,15.8,6.43
16671,1,5,7.56,116.0,23.2,4.55
16672,4,3,8.53,70.0,23.33,8.33
16673,0,3,3.42,65.0,21.67,4.36
16675,1,7,7.64,78.0,11.14,7.18
16676,6,1,0.98,11.0,11.0,5.32
16677,5,3,11.32,139.0,46.33,4.63
16678,8,1,0.94,8.0,8.0,7.06
16679,1,6,6.91,68.0,11.33,5.7
16680,6,2,1.78,21.0,10.5,5.4
16681,3,3,6.31,62.0,20.67,7.15
16682,4,1,1.09,11.0,11.0,5.93
16683,3,6,10.85,104.0,17.33,6.81
16684,0,4,6.4,66.0,16.5,6.69
16685,8,2,1.5,17.0,8.5,5.44
16686,6,4,5.54,102.0,25.5,4.42
16687,0,7,14.26,162.0,23.14,5.34
16688,1,6,11.68,176.0,29.33,5.87
16689,1,7,9.58,87.0,12.43,6.45
16690,1,3,4.82,47.0,15.67,6.24
16691,0,4,4.26,36.0,9.0,7.54
16692,5,2,2.14,31.0,15.5,6.67
16693,2,6,14.08,120.0,20.0,6.87
16694,3,3,3.37,43.0,14.33,5.27
16695,1,3,6.48,48.0,16.0,7.48
16697,0,3,5.39,38.0,12.67,7.14
16698,0,3,2.14,59.0,19.67,4.75
16699,3,2,3.56,41.0,20.5,5.37
16700,0,3,5.34,57.0,19.0,5.74
16701,3,2,1.91,18.0,9.0,6.8
16703,7,1,1.1,19.0,19.0,3.47
16704,2,2,1.59,14.0,7.0,7.38
16705,2,2,2.04,16.0,8.0,7.66
16706,0,6,13.58,155.0,25.83,6.71
16707,0,4,5.29,40.0,10.0,8.16
16708,0,3,6.18,50.0,16.67,6.69
16709,6,2,3.16,30.0,15.0,6.24
16710,6,1,1.79,17.0,17.0,6.32
16711,4,2,4.13,43.0,21.5,5.7
16712,4,4,11.65,123.0,30.75,6.56
16713,6,2,4.28,30.0,15.0,8.16
16714,1,1,1.01,8.0,8.0,7.58
16715,4,2,2.51,27.0,13.5,5.45
16716,3,3,4.53,52.0,17.33,5.73
16717,2,2,0.94,32.0,16.0,3.88
16718,0,2,3.24,54.0,27.0,3.6
16719,0,1,1.23,9.0,9.0,8.17
16720,1,5,11.79,80.0,16.0,9.04
16721,4,1,1.02,9.0,9.0,6.78
16722,5,2,3.66,75.0,37.5,4.96
16723,0,4,3.35,31.0,7.75,6.2
16724,5,3,6.44,50.0,16.67,7.11
16725,6,2,2.74,100.0,50.0,1.76
16726,0,3,2.2,19.0,6.33,6.92
16727,0,1,0.96,8.0,8.0,7.23
16728,6,1,7.67,53.0,53.0,8.69
16729,0,3,3.59,74.0,24.67,4.83
16731,4,1,0.38,6.0,6.0,3.83
16732,0,5,8.37,90.0,18.0,5.78
16733,5,2,8.4,101.0,50.5,8.48
16735,3,2,2.84,25.0,12.5,6.94
16736,3,5,6.95,61.0,12.2,7.02
16737,3,2,5.43,82.0,41.0,4.77
16738,1,4,9.47,77.0,19.25,7.94
16739,1,2,1.77,20.0,10.0,5.25
16740,2,2,4.2,33.0,16.5,8.26
16741,0,4,7.44,57.0,14.25,7.98
16742,1,5,4.73,100.0,20.0,5.74
16743,0,2,17.29,119.0,59.5,9.46
16744,3,1,2.75,22.0,22.0,7.49
16745,1,2,5.19,47.0,23.5,5.5
16746,3,3,2.43,37.0,12.33,4.55
16747,1,3,4.28,49.0,16.33,5.4
16748,1,5,7.29,96.0,19.2,5.12
16749,0,2,2.43,29.0,14.5,5.55
16750,5,1,3.25,26.0,26.0,7.49
16751,4,2,6.96,43.0,21.5,10.11
16752,0,4,4.82,97.0,24.25,4.47
16753,1,5,7.3,94.0,18.8,6.05
16754,0,1,6.34,57.0,57.0,6.68
16755,2,3,2.75,92.0,30.67,1.7
16756,0,3,9.55,70.0,23.33,8.2
16757,1,5,7.97,89.0,17.8,7.3
16758,4,4,6.64,49.0,12.25,8.43
16759,0,1,2.82,19.0,19.0,8.91
16760,5,2,3.39,30.0,15.0,6.7
16761,1,1,1.01,25.0,25.0,2.42
16762,0,2,1.41,18.0,9.0,6.13
16763,1,5,7.85,82.0,16.4,6.34
16764,0,2,6.46,58.0,29.0,6.08
16766,0,4,6.05,203.0,50.75,2.56
16767,3,3,3.81,30.0,10.0,7.76
16768,1,7,11.0,131.0,18.71,5.55
16769,3,5,5.21,49.0,9.8,6.66
16770,2,2,2.23,28.0,14.0,4.77
16771,1,5,10.0,78.0,15.6,6.92
16772,0,2,4.97,30.0,15.0,10.05
16773,2,4,6.84,60.0,15.0,6.3
16774,1,3,3.42,23.0,7.67,9.54
16775,4,3,5.2,66.0,22.0,5.01
16776,0,4,4.61,69.0,17.25,4.8
16777,1,2,3.12,42.0,21.0,4.49
16779,0,3,3.14,42.0,14.0,4.79
16780,3,2,5.71,87.0,43.5,4.24
16781,0,7,15.0,206.0,29.43,5.98
16782,4,2,1.67,15.0,7.5,6.45
16783,2,1,2.38,14.0,14.0,10.22
16784,1,2,2.15,14.0,7.0,8.09
16785,1,2,2.74,40.0,20.0,5.87
16786,0,1,0.35,4.0,4.0,5.19
16788,1,5,4.39,107.0,21.4,4.19
16789,0,8,13.98,140.0,17.5,6.6
16790,2,5,17.02,159.0,31.8,6.69
16791,0,4,11.67,87.0,21.75,7.19
16792,4,1,0.88,8.0,8.0,6.62
16793,2,6,12.48,91.0,15.17,8.44
16795,3,2,1.54,17.0,8.5,5.38
16796,1,1,0.58,3.0,3.0,11.6
16797,0,3,3.23,30.0,10.0,7.66
16798,1,2,1.96,26.0,13.0,5.19
16799,4,2,2.39,44.0,22.0,6.6
16800,2,6,8.19,118.0,19.67,4.54
16801,1,3,11.52,76.0,25.33,9.62
16802,1,2,2.51,34.0,17.0,4.43
16803,0,2,2.16,24.0,12.0,5.64
16804,2,7,13.66,122.0,17.43,8.4
16805,0,1,2.74,22.0,22.0,7.48
16807,0,6,9.14,89.0,14.83,6.38
16808,1,1,0.83,9.0,9.0,5.53
16809,0,1,0.15,4.0,4.0,2.19
16810,2,3,4.33,37.0,12.33,7.56
16811,6,2,1.16,44.0,22.0,2.78
16812,1,4,4.01,63.0,15.75,5.24
16815,1,3,4.21,40.0,13.33,6.14
16816,2,3,2.89,28.0,9.33,6.62
16818,3,5,6.03,75.0,15.0,6.05
16819,2,7,6.84,78.0,11.14,6.35
16820,1,5,9.0,89.0,17.8,6.29
16821,1,9,20.89,215.0,23.89,6.79
16822,0,1,1.14,7.0,7.0,9.81
16823,0,3,4.72,132.0,44.0,2.8
16824,4,6,4.97,50.0,8.33,5.88
16825,1,4,4.05,92.0,23.0,5.83
16826,1,3,1.81,31.0,10.33,3.94
16827,2,5,6.32,61.0,12.2,5.84
16828,0,6,9.64,73.0,12.17,7.36
16829,5,1,0.58,8.0,8.0,4.36
16830,0,2,4.38,42.0,21.0,6.38
16831,0,1,1.84,19.0,19.0,5.82
16832,3,4,5.78,60.0,15.0,5.24
16833,5,1,2.62,23.0,23.0,6.82
16834,1,3,3.57,35.0,11.67,6.19
16836,1,5,6.9,124.0,24.8,5.62
16837,1,7,10.31,134.0,19.14,5.54
16838,0,3,4.18,29.0,9.67,9.29
16839,5,1,1.23,11.0,11.0,6.68
16840,6,1,1.05,6.0,6.0,10.51
16841,2,4,4.28,41.0,10.25,6.79
16842,7,1,2.34,19.0,19.0,7.38
16843,5,4,9.85,153.0,38.25,6.0
16844,0,4,6.38,199.0,49.75,4.68
16846,0,7,10.34,103.0,14.71,6.82
16847,6,1,0.45,4.0,4.0,6.81
16848,0,5,5.13,39.0,7.8,8.62
16849,3,2,2.81,20.0,10.0,9.56
16850,2,1,0.52,5.0,5.0,6.29
16851,0,5,9.3,164.0,32.8,5.04
16854,1,7,8.21,68.0,9.71,8.33
16855,4,1,1.32,13.0,13.0,6.07
16856,7,1,3.81,24.0,24.0,9.52
16857,0,5,5.75,72.0,14.4,6.26
16858,5,2,2.26,25.0,12.5,5.35
16859,3,2,5.59,51.0,25.5,7.54
16860,0,2,2.99,27.0,13.5,6.42
16861,3,2,2.36,143.0,71.5,4.03
16862,3,4,5.86,114.0,28.5,5.55
16863,3,2,4.9,42.0,21.0,6.74
16864,0,2,1.93,19.0,9.5,6.58
16865,0,3,3.6,36.0,12.0,6.45
16867,0,6,21.83,183.0,30.5,6.96
16868,3,3,2.08,28.0,9.33,4.8
16869,1,2,2.26,21.0,10.5,6.88
16871,0,2,1.08,32.0,16.0,3.68
16872,2,2,4.0,34.0,17.0,6.46
16873,3,1,1.92,32.0,32.0,3.59
16874,1,1,4.12,28.0,28.0,8.84
16875,1,2,1.73,11.0,5.5,8.59
16876,0,1,0.88,10.0,10.0,5.26
16877,0,3,6.52,84.0,28.0,5.16
16878,1,5,9.01,72.0,14.4,8.01
16879,0,4,13.07,78.0,19.5,9.08
16882,3,2,3.82,25.0,12.5,8.11
16885,5,1,0.86,22.0,22.0,2.36
16886,1,1,1.05,30.0,30.0,2.1
16887,5,3,5.11,56.0,18.67,5.55
16888,0,1,0.96,24.0,24.0,2.41
16889,2,5,8.31,62.0,12.4,8.46
16891,3,4,4.7,40.0,10.0,7.02
16892,1,2,8.2,66.0,33.0,6.76
16893,3,1,1.07,37.0,37.0,1.73
16894,1,2,1.72,14.0,7.0,6.88
16895,2,6,9.24,68.0,11.33,6.78
16896,0,1,1.47,9.0,9.0,9.81
16897,0,2,2.78,29.0,14.5,6.32
16898,2,8,22.04,256.0,32.0,5.24
16899,4,2,7.26,61.0,30.5,7.0
16900,4,1,2.93,23.0,23.0,7.64
16901,0,6,8.5,129.0,21.5,5.34
16902,0,5,5.06,63.0,12.6,5.75
16904,4,3,3.39,35.0,11.67,6.32
16905,1,4,5.18,43.0,10.75,7.53
16906,5,2,1.71,14.0,7.0,7.32
16907,6,1,4.47,44.0,44.0,6.1
16909,2,3,8.28,61.0,20.33,8.93
16910,5,1,3.07,22.0,22.0,8.37
16911,0,5,9.61,81.0,16.2,7.24
16912,0,4,3.7,35.0,8.75,6.11
16913,0,7,11.7,121.0,17.29,6.11
16914,1,6,8.29,87.0,14.5,5.49
16915,1,4,4.14,38.0,9.5,7.38
16916,0,5,7.06,87.0,17.4,5.25
16917,2,5,6.57,77.0,15.4,5.44
16918,6,1,6.44,47.0,47.0,8.22
16919,1,1,1.3,22.0,22.0,3.55
16920,2,3,2.22,36.0,12.0,5.33
16921,0,6,11.06,105.0,17.5,6.02
16923,6,2,2.52,19.0,9.5,7.96
16924,0,1,1.59,9.0,9.0,10.59
16925,2,2,1.64,12.0,6.0,8.22
16926,4,2,3.08,23.0,11.5,7.96
16927,7,2,5.79,48.0,24.0,5.58
16928,1,5,5.59,110.0,22.0,6.19
16929,1,6,12.35,90.0,15.0,8.04
16930,2,7,11.33,201.0,28.71,5.45
16931,4,1,4.67,31.0,31.0,9.04
16932,1,3,4.19,51.0,17.0,6.16
16933,2,3,7.71,67.0,22.33,6.46
16934,5,1,0.58,4.0,4.0,8.76
16935,1,5,6.52,100.0,20.0,4.81
16936,2,2,1.84,13.0,6.5,8.22
16937,2,4,1.96,38.0,9.5,4.4
16938,0,5,7.3,83.0,16.6,5.65
16939,2,4,6.22,68.0,17.0,5.77
16940,4,2,4.57,43.0,21.5,6.64
16941,1,3,1.16,11.0,3.67,7.05
16942,0,5,10.52,90.0,18.0,7.66
16944,4,3,2.07,47.0,15.67,4.14
16945,2,1,1.1,9.0,9.0,7.33
16947,6,1,0.58,6.0,6.0,5.84
16948,0,5,12.67,111.0,22.2,6.88
16949,1,2,6.17,47.0,23.5,7.65
16950,6,2,1.49,14.0,7.0,6.86
16951,0,4,5.25,50.0,12.5,6.94
16953,2,4,6.59,75.0,18.75,5.83
16954,1,1,1.37,12.0,12.0,6.86
16955,6,1,2.31,18.0,18.0,7.71
16956,0,3,3.59,36.0,12.0,6.1
16957,0,1,0.4,5.0,5.0,4.75
16958,3,5,5.84,64.0,12.8,6.4
16960,0,4,4.7,52.0,13.0,5.96
16961,1,5,13.72,100.0,20.0,7.99
16962,0,9,12.05,185.0,20.56,5.55
16963,0,3,4.64,80.0,26.67,3.93
16966,0,3,4.98,64.0,21.33,5.84
16967,5,1,4.37,31.0,31.0,8.45
16968,0,6,10.76,79.0,13.17,8.97
16970,4,1,1.02,9.0,9.0,6.82
16971,0,5,5.68,85.0,17.0,4.56
16972,3,2,5.09,88.0,44.0,6.04
16973,1,3,4.0,29.0,9.67,7.78
16974,1,1,3.11,20.0,20.0,9.34
16975,3,4,8.25,86.0,21.5,5.63
16976,2,2,3.6,34.0,17.0,6.36
16977,1,4,5.28,47.0,11.75,6.76
16978,5,2,1.67,21.0,10.5,4.61
16979,2,3,4.17,40.0,13.33,6.12
16980,6,1,1.95,37.0,37.0,3.16
16981,0,3,4.16,85.0,28.33,5.9
16982,5,3,2.41,18.0,6.0,8.08
16983,0,5,7.15,56.0,11.2,7.14
16984,6,1,1.97,47.0,47.0,2.52
16985,0,3,14.3,149.0,49.67,4.64
16986,1,4,7.32,69.0,17.25,7.23
16987,1,3,6.5,56.0,18.67,8.09
16988,0,3,5.71,55.0,18.33,6.05
16989,1,6,9.15,75.0,12.5,7.63
16990,0,2,1.07,24.0,12.0,3.17
16991,1,2,7.1,70.0,35.0,5.92
16992,1,2,4.2,48.0,24.0,5.14
16993,5,3,4.63,50.0,16.67,5.7
16996,2,1,2.54,28.0,28.0,5.44
16997,1,3,4.19,45.0,15.0,6.81
16998,2,3,3.22,34.0,11.33,5.65
16999,0,2,2.08,17.0,8.5,7.34
17000,0,4,6.25,50.0,12.5,7.57
17001,1,3,10.06,85.0,28.33,7.14
17002,0,1,1.97,15.0,15.0,7.88
17005,0,5,20.94,146.0,29.2,8.98
17007,3,3,4.68,47.0,15.67,5.78
17008,1,6,10.95,116.0,19.33,6.26
17009,2,5,5.64,62.0,12.4,6.54
17010,3,2,1.16,90.0,45.0,1.74
17011,2,4,2.71,38.0,9.5,6.24
17012,3,2,1.39,12.0,6.0,7.84
17013,0,4,2.65,73.0,18.25,3.8
17014,4,5,9.81,64.0,12.8,9.38
17015,0,4,7.8,131.0,32.75,3.87
17016,0,3,3.17,28.0,9.33,6.78
17017,0,4,3.85,25.0,6.25,9.06
17018,0,2,2.62,19.0,9.5,8.2
17019,1,2,1.15,17.0,8.5,4.26
17021,1,2,2.38,46.0,23.0,5.14
17022,0,2,3.34,83.0,41.5,3.7
17023,0,4,3.98,50.0,12.5,5.04
17024,4,2,3.48,37.0,18.5,5.3
17025,0,4,4.98,84.0,21.0,4.7
17026,2,2,2.29,24.0,12.0,5.78
17027,0,2,2.06,17.0,8.5,7.14
17028,0,6,10.57,109.0,18.17,5.82
17029,3,3,6.08,53.0,17.67,7.05
17030,0,4,7.59,82.0,20.5,6.04
17031,4,1,4.03,111.0,111.0,2.18
17032,1,2,1.72,19.0,9.5,5.35
17033,1,3,2.19,20.0,6.67,6.73
17034,2,5,7.1,114.0,22.8,4.68
17036,0,1,0.31,8.0,8.0,2.29
17037,0,2,8.32,67.0,33.5,10.78
17039,0,2,1.13,14.0,7.0,9.29
17041,0,1,4.57,34.0,34.0,8.07
17043,0,1,0.7,7.0,7.0,6.01
17045,0,2,1.06,55.0,27.5,3.25
17046,0,1,0.44,5.0,5.0,5.28
17047,0,3,2.83,29.0,9.67,5.57
17048,0,4,6.31,40.0,10.0,9.26
17049,1,2,1.88,30.0,15.0,4.17
17052,2,3,4.05,30.0,10.0,8.93
17053,2,2,3.42,35.0,17.5,4.53
17055,0,2,2.18,31.0,15.5,4.22
17056,1,3,3.94,56.0,18.67,5.06
17059,1,5,7.5,59.0,11.8,7.81
17060,2,3,3.01,26.0,8.67,7.67
17062,0,1,2.66,21.0,21.0,7.59
17063,2,4,4.07,61.0,15.25,5.83
17064,2,3,4.73,33.0,11.0,8.72
17065,3,3,1.86,78.0,26.0,4.0
17067,2,3,5.87,83.0,27.67,7.0
17069,0,1,3.97,30.0,30.0,7.94
17070,0,1,2.97,35.0,35.0,5.08
17071,0,1,1.46,12.0,12.0,7.28
17073,0,1,0.82,15.0,15.0,3.27
17074,2,4,5.05,42.0,10.5,6.72
17075,3,3,8.01,67.0,22.33,7.87
17076,2,1,5.0,43.0,43.0,6.98
17077,4,1,4.52,31.0,31.0,8.74
17078,6,2,1.47,11.0,5.5,8.04
17079,0,2,2.62,24.0,12.0,6.71
17080,0,4,6.6,66.0,16.5,6.07
17081,3,4,6.71,66.0,16.5,6.15
17082,0,7,8.43,81.0,11.57,5.9
17083,5,3,4.73,42.0,14.0,6.75
17084,2,2,2.22,51.0,25.5,2.59
17085,0,1,2.2,19.0,19.0,6.93
17087,2,3,3.56,45.0,15.0,5.03
17088,1,6,7.58,65.0,10.83,6.87
17089,0,6,5.07,75.0,12.5,6.42
17090,0,5,13.61,132.0,26.4,6.63
17091,4,2,4.74,41.0,20.5,6.64
17092,1,2,12.06,110.0,55.0,6.21
17093,1,2,3.38,32.0,16.0,6.54
17094,4,1,1.01,9.0,9.0,6.74
17095,4,2,2.51,86.0,43.0,5.86
17096,0,6,4.87,72.0,12.0,4.66
17097,1,5,10.48,74.0,14.8,8.59
17098,1,2,2.36,34.0,17.0,5.28
17099,2,1,1.02,10.0,10.0,6.14
17100,1,3,4.04,51.0,17.0,5.28
17101,0,2,2.88,31.0,15.5,4.74
17102,0,3,6.22,45.0,15.0,7.53
17103,0,1,5.45,48.0,48.0,6.81
17104,0,2,4.19,81.0,40.5,4.91
17105,2,1,0.4,2.0,2.0,11.88
17107,1,3,3.82,23.0,7.67,9.91
17108,0,2,3.1,36.0,18.0,5.16
17109,0,5,17.02,120.0,24.0,8.56
17111,1,2,3.7,57.0,28.5,3.8
17112,2,4,8.46,62.0,15.5,7.78
17113,1,2,8.18,101.0,50.5,4.88
17114,1,4,9.59,74.0,18.5,8.89
17115,4,2,1.59,20.0,10.0,4.74
17116,0,5,3.39,86.0,17.2,3.06
17117,3,1,1.56,12.0,12.0,7.78
17118,0,4,6.73,139.0,34.75,4.42
17119,1,2,1.11,50.0,25.0,2.72
17120,1,2,2.92,29.0,14.5,5.52
17121,1,5,7.93,69.0,13.8,6.8
17124,3,1,1.15,12.0,12.0,5.73
17125,0,3,5.83,59.0,19.67,5.33
17127,0,2,3.17,24.0,12.0,7.84
17129,0,3,4.97,78.0,26.0,4.84
17130,2,1,0.15,101.0,101.0,0.09
17132,1,3,2.65,29.0,9.67,5.67
17133,0,2,4.06,78.0,39.0,5.98
