userid,recency(day),frequency(次),total_distance(km),R_SC,F_SC,M_SC,cluster,level
70,6,1,0.22,0.3522796846468311,-1.4539947293729687,-1.431157454061302,2,A
71,0,7,6.82,-0.7859687761791295,0.2721500793748247,-0.4054116767953069,2,A
72,0,6,8.66,-0.7859687761791295,-0.0155407220831408,-0.1194461873756961,2,A
73,18,2,3.52,2.6287766062987528,-1.1663039279150031,-0.9182845654283048,1,B
74,13,2,2.76,1.6802362222771188,-1.1663039279150031,-1.0364007458407527,1,B
75,22,3,7.28,3.38760891351606,-0.8786131264570376,-0.3339203044404042,1,B
76,1,9,15.81,-0.5962606993748027,0.8475316822907559,0.9917784046624656,0,S
77,1,9,8.09,-0.5962606993748027,0.8475316822907559,-0.2080333226850321,0,S
78,4,6,5.96,-0.0271364689618224,-0.0155407220831408,-0.5390694598936033,2,A
79,3,9,11.53,-0.2168445457661492,0.8475316822907559,0.3265978097081532,0,S
80,1,15,31.0,-0.5962606993748027,2.573676491038549,3.3525478526428394,0,S
81,0,10,22.44,-0.7859687761791295,1.1352224837487217,2.0221866627342155,0,S
82,8,10,24.56,0.7316958382554847,1.1352224837487217,2.3516686396742017,0,S
83,0,11,22.36,-0.7859687761791295,1.422913285206687,2.0097533805855363,0,S
84,0,8,14.84,-0.7859687761791295,0.5598408808327904,0.8410248586097359,0,S
85,4,11,18.26,-0.0271364689618224,1.422913285206687,1.3725476704657518,0,S
86,0,10,18.2,-0.7859687761791295,1.1352224837487217,1.3632227088542423,0,S
87,21,3,4.96,3.197900836711733,-0.8786131264570376,-0.6944854867520875,1,B
88,27,1,2.11,4.336149297537694,-1.4539947293729687,-1.1374211632987674,1,B
89,2,5,10.36,-0.406552622570476,-0.3032315235411064,0.1447610582837268,2,A
90,0,4,4.43,-0.7859687761791295,-0.590922324999072,-0.7768559809870841,2,A
91,0,11,14.06,-0.7859687761791295,1.422913285206687,0.7198003576601183,0,S
