userid,recency(day),frequency(次),total_distance(km),R_SC,F_SC,M_SC,cluster,level
3607,0,1,0.66,-0.7859687761791295,-1.4539947293729687,-1.3627744022435693,2,A
3608,2,3,4.64,-0.406552622570476,-0.8786131264570376,-0.7442186153468024,2,A
3609,0,8,13.38,-0.7859687761791295,0.5598408808327904,0.6141174593963491,0,S
3611,2,2,1.04,-0.406552622570476,-1.1663039279150031,-1.3037163120373454,2,A
3612,2,6,11.17,-0.406552622570476,-0.0155407220831408,0.270648040039099,2,A
3613,7,7,11.23,0.5419877614511579,0.2721500793748247,0.2799730016506081,2,A
3614,3,6,7.39,-0.2168445457661492,-0.0155407220831408,-0.316824541485971,2,A
3615,6,6,12.86,0.3522796846468311,-0.0155407220831408,0.5333011254299371,2,A
3616,1,5,8.84,-0.5962606993748027,-0.3032315235411064,-0.091471302541169,2,A
3617,6,7,6.1,0.3522796846468311,0.2721500793748247,-0.5173112161334156,2,A
3618,8,9,17.32,0.7316958382554847,0.8475316822907559,1.2264566052187766,0,S
3619,1,4,6.48,-0.5962606993748027,-0.590922324999072,-0.4582531259271915,2,A
3620,0,7,14.36,-0.7859687761791295,0.2721500793748247,0.7664251657176634,0,S
3621,4,7,11.52,-0.0271364689618224,0.2721500793748247,0.3250436494395684,0,S
3623,4,1,3.74,-0.0271364689618224,-1.4539947293729687,-0.8840930395194381,2,A
3624,0,8,12.62,-0.7859687761791295,0.5598408808327904,0.4960012789839009,0,S
3625,2,10,13.17,-0.406552622570476,1.1352224837487217,0.5814800937560674,0,S
3626,6,9,10.05,0.3522796846468311,0.8475316822907559,0.0965820899575969,0,S
3627,7,5,6.65,0.5419877614511579,-0.3032315235411064,-0.4318324013612492,2,A
3628,0,10,13.17,-0.7859687761791295,1.1352224837487217,0.5814800937560674,0,S
3629,6,6,6.47,0.3522796846468311,-0.0155407220831408,-0.4598072861957765,2,A
3630,8,7,11.09,0.7316958382554847,0.2721500793748247,0.2582147578904202,2,A
3631,0,11,20.32,-0.7859687761791295,1.422913285206687,1.692704685794229,0,S
3632,12,8,7.46,1.490528145472792,0.5598408808327904,-0.3059454196058771,1,B
3633,7,6,7.6,0.5419877614511579,-0.0155407220831408,-0.2841871758456894,2,A
3634,2,7,25.92,-0.406552622570476,0.2721500793748247,2.5630344362017405,0,S
3635,5,2,3.08,0.1625716078425043,-1.1663039279150031,-0.9866676172460376,2,A
3636,3,8,19.82,-0.2168445457661492,0.5598408808327904,1.614996672364987,0,S
3637,0,12,17.11,-0.7859687761791295,1.7106040866646526,1.1938192395784948,0,S
3638,2,7,14.23,-0.406552622570476,0.2721500793748247,0.7462210822260605,0,S
3639,3,3,6.06,-0.2168445457661492,-0.8786131264570376,-0.523527857207755,2,A
3640,7,6,7.85,0.5419877614511579,-0.0155407220831408,-0.2453331691310683,2,A
3641,8,6,10.29,0.7316958382554847,-0.0155407220831408,0.1338819364036328,2,A
3642,4,3,3.48,-0.0271364689618224,-0.8786131264570376,-0.924501206502644,2,A
3643,0,2,2.36,-0.7859687761791295,-1.1663039279150031,-1.0985671565841464,2,A
3645,1,8,11.76,-0.5962606993748027,0.5598408808327904,0.3623434958856046,0,S
3646,0,7,11.9,-0.7859687761791295,0.2721500793748247,0.3841017396457925,0,S
3647,14,3,5.45,1.8699442990814448,-0.8786131264570376,-0.6183316335914303,1,B
3648,0,10,12.08,-0.7859687761791295,1.1352224837487217,0.4120766244803196,0,S
3649,3,2,1.64,-0.2168445457661492,-1.1663039279150031,-1.210466695922255,2,A
3650,25,4,4.07,3.95673314392904,-0.590922324999072,-0.8328057506561384,1,B
3651,0,9,10.14,-0.7859687761791295,0.8475316822907559,0.1105695323748604,0,S
3652,0,12,12.92,-0.7859687761791295,1.7106040866646526,0.5426260870414462,0,S
3653,16,2,2.45,2.249360452690099,-1.1663039279150031,-1.0845797141668827,1,B
3654,8,3,3.6,0.7316958382554847,-0.8786131264570376,-0.905851283279626,2,A
3655,0,9,11.62,-0.7859687761791295,0.8475316822907559,0.3405852521254168,0,S
3656,3,1,1.1,-0.2168445457661492,-1.4539947293729687,-1.2943913504258364,2,A
3657,3,8,9.03,-0.2168445457661492,0.5598408808327904,-0.0619422574380571,2,A
3658,4,17,23.99,-0.0271364689618224,3.1490580939544803,2.263081504364865,0,S
3659,0,7,10.0,-0.7859687761791295,0.2721500793748247,0.0888112886146725,2,A
3660,6,10,26.38,0.3522796846468311,1.1352224837487217,2.6345258085566425,0,S
3661,15,5,9.12,2.059652375885772,-0.3032315235411064,-0.0479548150207935,1,B
3662,2,12,42.56,-0.406552622570476,1.7106040866646526,5.149157123126916,0,S
3663,8,4,5.37,0.7316958382554847,-0.590922324999072,-0.630764915740109,2,A
3664,1,6,9.37,-0.5962606993748027,-0.0155407220831408,-0.0091008083061725,2,A
3665,13,1,1.87,1.6802362222771188,-1.4539947293729687,-1.1747210097448035,1,B
3666,4,10,16.38,-0.0271364689618224,1.1352224837487217,1.0803655399718013,0,S
3667,0,8,11.6,-0.7859687761791295,0.5598408808327904,0.3374769315882471,0,S
3668,19,3,3.25,2.818484683103079,-0.8786131264570376,-0.9602468926800952,1,B
3669,0,8,12.72,-0.7859687761791295,0.5598408808327904,0.5115428816697496,0,S
3670,0,7,7.52,-0.7859687761791295,0.2721500793748247,-0.2966204579943681,2,A
3671,2,5,7.75,-0.406552622570476,-0.3032315235411064,-0.2608747718169167,2,A
3672,0,6,10.26,-0.7859687761791295,-0.0155407220831408,0.1292194555978784,2,A
3673,7,10,18.03,0.5419877614511579,1.1352224837487217,1.3368019842883003,0,S
3674,4,7,8.31,-0.0271364689618224,0.2721500793748247,-0.1738417967761655,2,A
3675,9,1,1.07,0.9214039150598116,-1.4539947293729687,-1.299053831231591,1,B
3676,2,9,12.86,-0.406552622570476,0.8475316822907559,0.5333011254299371,0,S
3677,8,2,1.96,0.7316958382554847,-1.1663039279150031,-1.16073356732754,2,A
3678,0,12,19.93,-0.7859687761791295,1.7106040866646526,1.6320924353194202,0,S
3679,0,6,16.38,-0.7859687761791295,-0.0155407220831408,1.0803655399718013,0,S
3680,2,8,13.0,-0.406552622570476,0.5598408808327904,0.555059369190125,0,S
3681,0,7,6.48,-0.7859687761791295,0.2721500793748247,-0.4582531259271915,2,A
3682,2,6,10.7,-0.406552622570476,-0.0155407220831408,0.1976025074156113,2,A
3683,0,8,10.78,-0.7859687761791295,0.5598408808327904,0.2100357895642901,0,S
3684,0,9,17.77,-0.7859687761791295,0.8475316822907559,1.2963938173050944,0,S
3685,2,7,17.27,-0.406552622570476,0.2721500793748247,1.218685803875852,0,S
3686,4,3,8.29,-0.0271364689618224,-0.8786131264570376,-0.1769501173133354,2,A
3687,9,9,6.65,0.9214039150598116,0.8475316822907559,-0.4318324013612492,2,A
3688,0,16,22.61,-0.7859687761791295,2.8613672924965146,2.0486073873001573,0,S
3689,0,8,11.93,-0.7859687761791295,0.5598408808327904,0.3887642204515469,0,S
3690,0,9,11.38,-0.7859687761791295,0.8475316822907559,0.3032854056793808,0,S
3691,0,9,8.96,-0.7859687761791295,0.8475316822907559,-0.0728213793181507,0,S
3692,4,11,14.3,-0.0271364689618224,1.422913285206687,0.7571002041061545,0,S
3693,4,5,5.43,-0.0271364689618224,-0.3032315235411064,-0.6214399541286,2,A
3694,0,4,3.3,-0.7859687761791295,-0.590922324999072,-0.9524760913371711,2,A
3695,10,5,6.56,1.1111119918641383,-0.3032315235411064,-0.4458198437785129,1,B
3696,1,3,5.43,-0.5962606993748027,-0.8786131264570376,-0.6214399541286,2,A
3697,3,6,17.07,-0.2168445457661492,-0.0155407220831408,1.1876025985041556,0,S
3698,21,4,8.71,3.197900836711733,-0.590922324999072,-0.1116753860327718,1,B
3699,0,7,6.39,-0.7859687761791295,0.2721500793748247,-0.4722405683444552,2,A
3700,4,8,17.13,-0.0271364689618224,0.5598408808327904,1.1969275601156644,0,S
3701,0,3,9.42,-0.7859687761791295,-0.8786131264570376,-0.0013300069632482,2,A
3702,0,12,33.01,-0.7859687761791295,1.7106040866646526,3.664934066628392,0,S
3703,0,14,18.9,-0.7859687761791295,2.285985689580584,1.4720139276551811,0,S
3704,2,6,14.11,-0.406552622570476,-0.0155407220831408,0.7275711590030424,0,S
3705,3,5,9.56,-0.2168445457661492,-0.3032315235411064,0.0204282367969396,2,A
3706,10,3,11.1,1.1111119918641383,-0.8786131264570376,0.2597689181590051,1,B
3707,2,18,21.95,-0.406552622570476,3.436748895412446,1.946032809573558,0,S
3708,1,2,1.6,-0.5962606993748027,-1.1663039279150031,-1.2166833369965944,2,A
3709,9,2,1.59,0.9214039150598116,-1.1663039279150031,-1.218237497265179,1,B
3710,1,13,16.13,-0.5962606993748027,1.9982948881226184,1.0415115332571805,0,S
3711,8,1,0.53,0.7316958382554847,-1.4539947293729687,-1.3829784857351723,2,A
3712,2,8,18.26,-0.406552622570476,0.5598408808327904,1.3725476704657518,0,S
3713,0,9,17.99,-0.7859687761791295,0.8475316822907559,1.3305853432139607,0,S
3714,0,16,23.9,-0.7859687761791295,2.8613672924965146,2.249094061947602,0,S
3715,4,7,10.6,-0.0271364689618224,0.2721500793748247,0.182060904729763,2,A
3716,3,7,9.99,-0.2168445457661492,0.2721500793748247,0.0872571283460877,2,A
3717,1,8,11.07,-0.5962606993748027,0.5598408808327904,0.2551064373532506,0,S
3718,1,14,22.76,-0.5962606993748027,2.285985689580584,2.0719197913289307,0,S
3719,2,5,4.57,-0.406552622570476,-0.3032315235411064,-0.7550977372268962,2,A
3720,20,1,0.15,3.008192759907406,-1.4539947293729687,-1.4420365759413962,1,B
3721,0,8,8.63,-0.7859687761791295,0.5598408808327904,-0.1241086681814505,2,A
3723,7,9,11.76,0.5419877614511579,0.8475316822907559,0.3623434958856046,0,S
3724,4,7,10.05,-0.0271364689618224,0.2721500793748247,0.0965820899575969,2,A
3725,0,6,9.85,-0.7859687761791295,-0.0155407220831408,0.0654988845858999,2,A
3726,0,5,4.23,-0.7859687761791295,-0.3032315235411064,-0.8079391863587808,2,A
3727,0,7,14.79,-0.7859687761791295,0.2721500793748247,0.8332540572668115,0,S
3728,3,4,9.77,-0.2168445457661492,-0.590922324999072,0.0530656024372211,2,A
3729,17,8,13.53,2.439068529494426,0.5598408808327904,0.6374298634251215,1,B
3730,1,8,9.25,-0.5962606993748027,0.5598408808327904,-0.0277507315291905,2,A
3731,30,1,0.56,4.905273527950674,-1.4539947293729687,-1.3783160049294176,1,B
3732,4,4,4.1,-0.0271364689618224,-0.590922324999072,-0.8281432698503839,2,A
3733,1,8,10.32,-0.5962606993748027,0.5598408808327904,0.1385444172093875,0,S
3734,2,12,26.89,-0.406552622570476,1.7106040866646526,2.7137879822544697,0,S
3735,14,6,10.81,1.8699442990814448,-0.0155407220831408,0.2146982703700448,1,B
3736,3,5,10.29,-0.2168445457661492,-0.3032315235411064,0.1338819364036328,2,A
3737,9,7,8.86,0.9214039150598116,0.2721500793748247,-0.0883629820039994,2,A
3738,18,1,1.9,2.6287766062987528,-1.4539947293729687,-1.1700585289390488,1,B
3739,0,14,19.72,-0.7859687761791295,2.285985689580584,1.5994550696791383,0,S
3740,1,1,1.9,-0.5962606993748027,-1.4539947293729687,-1.1700585289390488,2,A
3741,8,5,3.24,0.7316958382554847,-0.3032315235411064,-0.9618010529486802,2,A
3742,1,6,6.71,-0.5962606993748027,-0.0155407220831408,-0.4225074397497402,2,A
3743,1,13,22.49,-0.5962606993748027,1.9982948881226184,2.0299574640771394,0,S
3744,3,4,9.26,-0.2168445457661492,-0.590922324999072,-0.0261965712606057,2,A
3745,19,1,1.44,2.818484683103079,-1.4539947293729687,-1.2415499012939517,1,B
3746,2,5,7.81,-0.406552622570476,-0.3032315235411064,-0.2515498102054077,2,A
3747,2,5,11.53,-0.406552622570476,-0.3032315235411064,0.3265978097081532,2,A
3748,0,12,8.76,-0.7859687761791295,1.7106040866646526,-0.1039045846898477,0,S
3749,2,5,4.72,-0.406552622570476,-0.3032315235411064,-0.7317853331981238,2,A
3750,0,7,10.44,-0.7859687761791295,0.2721500793748247,0.1571943404324055,2,A
3751,1,14,17.86,-0.5962606993748027,2.285985689580584,1.310381259722358,0,S
3752,9,12,21.78,0.9214039150598116,1.7106040866646526,1.919612085007616,0,S
3753,3,6,7.26,-0.2168445457661492,-0.0155407220831408,-0.337028624977574,2,A
3754,10,1,0.4,1.1111119918641383,-1.4539947293729687,-1.4031825692267752,1,B
3755,3,9,12.04,-0.2168445457661492,0.8475316822907559,0.4058599834059801,0,S
3756,3,5,8.44,-0.2168445457661492,-0.3032315235411064,-0.1536377132845627,2,A
3757,1,5,4.19,-0.5962606993748027,-0.3032315235411064,-0.8141558274331202,2,A
3758,22,5,7.27,3.38760891351606,-0.3032315235411064,-0.3354744647089892,1,B
3759,4,7,8.01,-0.0271364689618224,0.2721500793748247,-0.2204666048337109,2,A
3760,6,7,9.57,0.3522796846468311,0.2721500793748247,0.0219823970655244,2,A
3761,2,4,3.84,-0.406552622570476,-0.590922324999072,-0.8685514368335897,2,A
3762,2,10,10.59,-0.406552622570476,1.1352224837487217,0.1805067444611782,0,S
3763,3,16,20.85,-0.2168445457661492,2.8613672924965146,1.7750751800292257,0,S
3764,2,5,10.25,-0.406552622570476,-0.3032315235411064,0.1276652953292936,2,A
3765,5,6,8.36,0.1625716078425043,-0.0155407220831408,-0.1660709954332415,2,A
3766,4,14,25.92,-0.0271364689618224,2.285985689580584,2.5630344362017405,0,S
3767,3,13,26.02,-0.2168445457661492,1.9982948881226184,2.5785760388875887,0,S
3768,0,7,9.36,-0.7859687761791295,0.2721500793748247,-0.0106549685747573,2,A
3769,2,11,10.38,-0.406552622570476,1.422913285206687,0.1478693788208966,0,S
3770,4,8,8.06,-0.0271364689618224,0.5598408808327904,-0.2126958034907865,2,A
3771,19,3,2.72,2.818484683103079,-0.8786131264570376,-1.042617386915092,1,B
3772,0,5,6.03,-0.7859687761791295,-0.3032315235411064,-0.5281903380135095,2,A
3773,0,8,11.78,-0.7859687761791295,0.5598408808327904,0.3654518164227742,0,S
3774,5,4,11.73,0.1625716078425043,-0.590922324999072,0.3576810150798502,2,A
3775,6,10,8.82,0.3522796846468311,1.1352224837487217,-0.0945796230783386,0,S
3776,5,6,6.08,0.1625716078425043,-0.0155407220831408,-0.5204195366705853,2,A
3777,0,14,22.44,-0.7859687761791295,2.285985689580584,2.0221866627342155,0,S
3778,27,3,4.12,4.336149297537694,-0.8786131264570376,-0.8250349493132142,1,B
3779,4,7,7.1,-0.0271364689618224,0.2721500793748247,-0.3618951892749315,2,A
3780,0,5,7.0,-0.7859687761791295,-0.3032315235411064,-0.3774367919607798,2,A
3781,0,9,20.87,-0.7859687761791295,0.8475316822907559,1.7781835005663953,0,S
3782,4,8,10.77,-0.0271364689618224,0.5598408808327904,0.2084816292957053,0,S
3783,3,4,5.16,-0.2168445457661492,-0.590922324999072,-0.6634022813803906,2,A
3784,1,9,15.56,-0.5962606993748027,0.8475316822907559,0.9529243979478444,0,S
3785,5,1,1.58,0.1625716078425043,-1.4539947293729687,-1.219791657533764,2,A
3786,2,13,22.36,-0.406552622570476,1.9982948881226184,2.0097533805855363,0,S
3787,10,6,5.07,1.1111119918641383,-0.0155407220831408,-0.6773897237976542,1,B
3788,0,2,2.43,-0.7859687761791295,-1.1663039279150031,-1.0876880347040525,2,A
3789,1,4,4.86,-0.5962606993748027,-0.590922324999072,-0.7100270894379359,2,A
3790,21,4,5.27,3.197900836711733,-0.590922324999072,-0.6463065184259574,1,B
3791,0,7,6.81,-0.7859687761791295,0.2721500793748247,-0.4069658370638919,2,A
3792,0,4,5.65,-0.7859687761791295,-0.590922324999072,-0.5872484282197333,2,A
3793,0,8,10.22,-0.7859687761791295,0.5598408808327904,0.1230028145235392,0,S
3794,9,6,11.98,0.9214039150598116,-0.0155407220831408,0.3965350217944712,2,A
3795,6,9,11.05,0.3522796846468311,0.8475316822907559,0.251998116816081,0,S
3796,8,3,6.28,0.7316958382554847,-0.8786131264570376,-0.4893363312988883,2,A
3797,0,8,7.94,-0.7859687761791295,0.5598408808327904,-0.2313457267138046,2,A
3798,10,9,11.8,1.1111119918641383,0.8475316822907559,0.3685601369599441,0,S
3799,19,5,9.09,2.818484683103079,-0.3032315235411064,-0.052617295826548,1,B
3800,1,7,19.18,-0.5962606993748027,0.2721500793748247,1.5155304151755569,0,S
3801,0,9,17.18,-0.7859687761791295,0.8475316822907559,1.2046983614585889,0,S
3802,2,4,9.98,-0.406552622570476,-0.590922324999072,0.0857029680775029,2,A
3803,0,8,12.31,-0.7859687761791295,0.5598408808327904,0.447822310657771,0,S
3804,8,8,11.55,0.7316958382554847,0.5598408808327904,0.3297061302453231,0,S
3805,0,11,20.69,-0.7859687761791295,1.422913285206687,1.7502086157318684,0,S
3806,8,1,0.35,0.7316958382554847,-1.4539947293729687,-1.4109533705696995,2,A
3807,1,7,11.57,-0.5962606993748027,0.2721500793748247,0.3328144507824927,0,S
3808,3,1,1.8,-0.2168445457661492,-1.4539947293729687,-1.1856001316248974,2,A
3809,21,1,1.01,3.197900836711733,-1.4539947293729687,-1.3083787928431,1,B
3810,2,4,5.14,-0.406552622570476,-0.590922324999072,-0.6665106019175604,2,A
3811,0,8,9.66,-0.7859687761791295,0.5598408808327904,0.035969839482788,0,S
3812,0,12,17.25,-0.7859687761791295,1.7106040866646526,1.2155774833386823,0,S
3813,9,3,4.88,0.9214039150598116,-0.8786131264570376,-0.7069187689007662,1,B
3814,4,9,15.33,-0.0271364689618224,0.8475316822907559,0.9171787117703932,0,S
3815,2,14,21.97,-0.406552622570476,2.285985689580584,1.9491411301107275,0,S
3817,9,7,11.22,0.9214039150598116,0.2721500793748247,0.2784188413820233,2,A
3818,0,11,13.99,-0.7859687761791295,1.422913285206687,0.7089212357800243,0,S
3819,3,3,3.63,-0.2168445457661492,-0.8786131264570376,-0.9011888024738716,2,A
3820,3,6,16.44,-0.2168445457661492,-0.0155407220831408,1.0896905015833107,0,S
3821,1,9,14.71,-0.5962606993748027,0.8475316822907559,0.820820775118133,0,S
3822,10,7,8.87,1.1111119918641383,0.2721500793748247,-0.0868088217354146,1,B
3823,0,11,18.28,-0.7859687761791295,1.422913285206687,1.3756559910029214,0,S
3824,4,2,6.08,-0.0271364689618224,-1.1663039279150031,-0.5204195366705853,2,A
3825,0,10,20.99,-0.7859687761791295,1.1352224837487217,1.796833423789413,0,S
3826,1,5,6.9,-0.5962606993748027,-0.3032315235411064,-0.3929783946466282,2,A
3827,0,12,22.74,-0.7859687761791295,1.7106040866646526,2.0688114707917604,0,S
3828,5,5,12.58,0.1625716078425043,-0.3032315235411064,0.4897846379095616,2,A
3829,1,9,11.58,-0.5962606993748027,0.8475316822907559,0.3343686110510775,0,S
3830,1,2,1.54,-0.5962606993748027,-1.1663039279150031,-1.2260082986081031,2,A
3831,1,7,8.65,-0.5962606993748027,0.2721500793748247,-0.1210003476442809,2,A
3832,17,1,0.79,2.439068529494426,-1.4539947293729687,-1.3425703187519664,1,B
3833,11,4,3.46,1.300820068668465,-0.590922324999072,-0.9276095270398136,1,B
3834,3,5,6.58,-0.2168445457661492,-0.3032315235411064,-0.4427115232413431,2,A
3835,0,14,28.2,-0.7859687761791295,2.285985689580584,2.917382977439084,0,S
3836,4,8,12.42,-0.0271364689618224,0.5598408808327904,0.4649180736122042,0,S
3837,4,10,12.96,-0.0271364689618224,1.1352224837487217,0.5488427281157858,0,S
3838,9,3,3.25,0.9214039150598116,-0.8786131264570376,-0.9602468926800952,1,B
3839,1,10,14.79,-0.5962606993748027,1.1352224837487217,0.8332540572668115,0,S
3840,1,14,15.08,-0.5962606993748027,2.285985689580584,0.8783247050557721,0,S
3841,1,8,12.08,-0.5962606993748027,0.5598408808327904,0.4120766244803196,0,S
3842,12,8,9.93,1.490528145472792,0.5598408808327904,0.0779321667345786,1,B
3843,8,6,5.06,0.7316958382554847,-0.0155407220831408,-0.6789438840662392,2,A
3844,3,3,6.39,-0.2168445457661492,-0.8786131264570376,-0.4722405683444552,2,A
3845,0,2,1.54,-0.7859687761791295,-1.1663039279150031,-1.2260082986081031,2,A
3846,1,9,15.37,-0.5962606993748027,0.8475316822907559,0.9233953528447324,0,S
3847,8,8,15.56,0.7316958382554847,0.5598408808327904,0.9529243979478444,0,S
3848,0,5,6.0,-0.7859687761791295,-0.3032315235411064,-0.5328528188192639,2,A
3849,0,7,13.95,-0.7859687761791295,0.2721500793748247,0.7027045947056848,0,S
3850,6,8,10.69,0.3522796846468311,0.5598408808327904,0.1960483471470265,0,S
3851,9,10,24.22,0.9214039150598116,1.1352224837487217,2.2988271905423168,0,S
3852,2,6,11.47,-0.406552622570476,-0.0155407220831408,0.3172728480966443,2,A
3853,9,5,7.71,0.9214039150598116,-0.3032315235411064,-0.2670914128912561,2,A
3854,1,12,20.95,-0.5962606993748027,1.7106040866646526,1.790616782715074,0,S
3855,3,15,36.05,-0.2168445457661492,2.573676491038549,4.137398788278184,0,S
3856,0,2,2.08,-0.7859687761791295,-1.1663039279150031,-1.142083644104522,2,A
3857,3,12,22.63,-0.2168445457661492,1.7106040866646526,2.051715707837327,0,S
3858,29,3,5.24,4.715565451146347,-0.8786131264570376,-0.6509689992317119,1,B
3859,14,7,16.08,1.8699442990814448,0.2721500793748247,1.033740731914256,1,B
3860,7,5,8.47,0.5419877614511579,-0.3032315235411064,-0.148975232478808,2,A
3861,0,10,13.99,-0.7859687761791295,1.1352224837487217,0.7089212357800243,0,S
3862,0,8,10.71,-0.7859687761791295,0.5598408808327904,0.1991566676841964,0,S
3863,2,8,9.01,-0.406552622570476,0.5598408808327904,-0.0650505779752267,2,A
3864,0,15,15.87,-0.7859687761791295,2.573676491038549,1.0011033662739743,0,S
3865,3,7,12.66,-0.2168445457661492,0.2721500793748247,0.5022179200582404,0,S
3866,4,7,9.81,-0.0271364689618224,0.2721500793748247,0.0592822435115606,2,A
3867,2,4,7.13,-0.406552622570476,-0.590922324999072,-0.3572327084691769,2,A
3868,2,9,16.33,-0.406552622570476,0.8475316822907559,1.072594738628877,0,S
3869,7,6,18.32,0.5419877614511579,-0.0155407220831408,1.3818726320772607,0,S
3870,0,8,16.07,-0.7859687761791295,0.5598408808327904,1.0321865716456713,0,S
3871,2,11,15.61,-0.406552622570476,1.422913285206687,0.9606951992907684,0,S
3872,8,5,4.11,0.7316958382554847,-0.3032315235411064,-0.826589109581799,2,A
3873,6,12,15.61,0.3522796846468311,1.7106040866646526,0.9606951992907684,0,S
3874,4,5,11.62,-0.0271364689618224,-0.3032315235411064,0.3405852521254168,2,A
3875,0,13,24.58,-0.7859687761791295,1.9982948881226184,2.354776960211371,0,S
3876,0,2,1.56,-0.7859687761791295,-1.1663039279150031,-1.2228999780709335,2,A
3877,1,10,20.32,-0.5962606993748027,1.1352224837487217,1.692704685794229,0,S
3878,0,9,14.14,-0.7859687761791295,0.8475316822907559,0.732233639808797,0,S
3879,5,5,8.53,0.1625716078425043,-0.3032315235411064,-0.1396502708672992,2,A
3880,0,10,13.67,-0.7859687761791295,1.1352224837487217,0.6591881071853094,0,S
3881,8,11,14.49,0.7316958382554847,1.422913285206687,0.7866292492092665,0,S
3882,3,7,9.91,-0.2168445457661492,0.2721500793748247,0.074823846197409,2,A
3883,0,9,13.39,-0.7859687761791295,0.8475316822907559,0.6156716196649339,0,S
3884,2,10,11.11,-0.406552622570476,1.1352224837487217,0.2613230784275899,0,S
3885,5,11,19.44,0.1625716078425043,1.422913285206687,1.555938582158763,0,S
3886,0,7,9.93,-0.7859687761791295,0.2721500793748247,0.0779321667345786,2,A
3887,4,5,16.16,-0.0271364689618224,-0.3032315235411064,1.046174014062935,0,S
3888,1,5,8.49,-0.5962606993748027,-0.3032315235411064,-0.1458669119416384,2,A
3889,0,5,10.96,-0.7859687761791295,-0.3032315235411064,0.2380106743988174,2,A
3890,3,6,12.75,-0.2168445457661492,-0.0155407220831408,0.516205362475504,2,A
3891,3,9,20.74,-0.2168445457661492,0.8475316822907559,1.757979417074792,0,S
3892,6,4,3.51,0.3522796846468311,-0.590922324999072,-0.9198387256968896,2,A
3893,0,6,5.74,-0.7859687761791295,-0.0155407220831408,-0.5732609858024699,2,A
3894,3,11,20.21,-0.2168445457661492,1.422913285206687,1.675608922839796,0,S
3895,18,1,1.05,2.6287766062987528,-1.4539947293729687,-1.3021621517687605,1,B
3896,4,9,13.76,-0.0271364689618224,0.8475316822907559,0.673175549602573,0,S
3897,3,6,10.5,-0.2168445457661492,-0.0155407220831408,0.1665193020439146,2,A
3898,2,10,8.22,-0.406552622570476,1.1352224837487217,-0.1878292391934291,0,S
3899,2,8,12.97,-0.406552622570476,0.5598408808327904,0.5503968883843706,0,S
3900,0,10,15.63,-0.7859687761791295,1.1352224837487217,0.9638035198279384,0,S
3901,0,8,10.56,-0.7859687761791295,0.5598408808327904,0.1758442636554237,0,S
3902,0,7,7.68,-0.7859687761791295,0.2721500793748247,-0.2717538936970107,2,A
3903,3,17,36.53,-0.2168445457661492,3.1490580939544803,4.211998481170257,0,S
3904,10,2,1.77,1.1111119918641383,-1.1663039279150031,-1.190262612430652,1,B
3905,0,13,14.2,-0.7859687761791295,1.9982948881226184,0.7415586014203058,0,S
3906,1,11,21.02,-0.5962606993748027,1.422913285206687,1.801495904595168,0,S
3907,8,4,4.31,0.7316958382554847,-0.590922324999072,-0.7955059042101023,2,A
3908,2,12,23.52,-0.406552622570476,1.7106040866646526,2.190035971741378,0,S
3909,5,6,14.88,0.1625716078425043,-0.0155407220831408,0.8472414996840754,0,S
3910,1,3,7.14,-0.5962606993748027,-0.8786131264570376,-0.3556785482005921,2,A
3911,0,7,15.38,-0.7859687761791295,0.2721500793748247,0.9249495131133174,0,S
3912,0,5,10.06,-0.7859687761791295,-0.3032315235411064,0.0981362502261817,2,A
3913,2,5,7.7,-0.406552622570476,-0.3032315235411064,-0.2686455731598409,2,A
3914,9,10,15.43,0.9214039150598116,1.1352224837487217,0.9327203144562416,0,S
3915,0,9,20.39,-0.7859687761791295,0.8475316822907559,1.7035838076743228,0,S
3916,20,3,3.3,3.008192759907406,-0.8786131264570376,-0.9524760913371711,1,B
3917,0,14,28.21,-0.7859687761791295,2.285985689580584,2.918937137707669,0,S
3918,0,9,9.28,-0.7859687761791295,0.8475316822907559,-0.023088250723436,0,S
3920,27,1,2.03,4.336149297537694,-1.4539947293729687,-1.1498544454474462,1,B
3921,4,3,3.69,-0.0271364689618224,-0.8786131264570376,-0.8918638408623625,2,A
3922,1,3,11.78,-0.5962606993748027,-0.8786131264570376,0.3654518164227742,2,A
3923,0,8,5.63,-0.7859687761791295,0.5598408808327904,-0.5903567487569031,2,A
3924,2,9,9.05,-0.406552622570476,0.8475316822907559,-0.0588339369008872,0,S
3925,0,8,8.99,-0.7859687761791295,0.5598408808327904,-0.0681588985123963,2,A
3926,0,5,15.0,-0.7859687761791295,-0.3032315235411064,0.8658914229070933,0,S
3927,3,8,16.56,-0.2168445457661492,0.5598408808327904,1.1083404248063284,0,S
3929,0,17,25.48,-0.7859687761791295,3.1490580939544803,2.494651384384007,0,S
3930,3,12,34.79,-0.2168445457661492,1.7106040866646526,3.9415745944364944,0,S
3931,9,10,19.05,0.9214039150598116,1.1352224837487217,1.4953263316839542,0,S
3932,0,10,12.85,-0.7859687761791295,1.1352224837487217,0.5317469651613523,0,S
3933,3,6,5.08,-0.2168445457661492,-0.0155407220831408,-0.6758355635290694,2,A
3934,9,5,4.03,0.9214039150598116,-0.3032315235411064,-0.8390223917304777,2,A
3935,0,14,30.72,-0.7859687761791295,2.285985689580584,3.309031365122464,0,S
3936,19,9,17.79,2.818484683103079,0.8475316822907559,1.299502137842264,1,B
3937,8,3,5.83,0.7316958382554847,-0.8786131264570376,-0.5592735433852063,2,A
